"tSNE_1"	"tSNE_2"
"PTH13"	43.7745634231379	11.1862179074917
"PTH1"	44.2693563452045	9.57494112162428
"PTH20"	22.7024330873214	12.7333662143197
"PTH26"	43.5720579648868	11.6781561575403
"PTH5"	45.003358493639	8.77743954770372
"PTH8"	43.9292228673597	12.9954769496898
"TTH22"	45.7702741635659	8.31691235746041
"TTH28"	45.7259273920822	8.45279576012117
"TTH2"	46.2240866648205	8.4748677870166
"TTH37"	47.5246157594891	12.1208901702625
"TTH48"	46.407790369308	11.4466081025753
"TTH4"	46.3325481307465	10.627389033658
"PTH44"	-10.2801328606956	-11.4209087733246
"TTH11"	44.5420138550649	9.15774307825838
"TTH15"	44.1288864373987	12.5932145821774
"TTH17"	46.4864234276341	8.1714713680168
"TTH26"	48.4471600054785	7.88930824715923
"TTH31"	48.3558515033253	12.3581394181428
"TTH39"	45.8544151802713	8.18569077949303
"TTH43"	45.9309643334242	8.00290639596089
"TTH45"	45.360538895488	12.6209334008545
"TTH8"	47.3785309108287	8.10572427521552
"PTC141-0205"	-17.743354924324	-5.52044155263477
"PTC142-0205"	-35.1280996018437	-22.8521984798954
"PTC143-0205"	2.84497133079225	33.6528627729453
"PTC144-0205"	-39.6861987695353	-26.7866122921982
"PTC16-0205"	-34.4923811201526	9.01278059576515
"PTC23-0205"	-28.4450677740057	-31.4753265310849
"TTC100-0205"	-0.731484813549414	-35.382609378165
"TTC10-0205"	-0.914848492524664	-40.8832575560981
"TTC2-0205"	3.69901533349994	-15.3111675464627
"TTC97-0205"	-24.1570292349145	13.4640442175524
"TTC98-0205"	2.90148049321713	-15.4607374078811
"TTC99-0205"	-9.32977876527875	-27.3357984328319
"PTC10-0205"	-20.0902435316306	-26.7373336277868
"PTC10-1202"	42.4736495777391	13.8465500821936
"PTC11-0205"	-18.5293701475951	-20.5812204459846
"PTC1-1202"	41.100333643343	14.8356684598734
"PTC12-1202"	39.551730893914	17.5569613696908
"PTC13-1202"	38.2623038033988	18.139627080533
"PTC14-1202"	42.0041888451308	14.9797179480192
"PTC17-0205"	-12.4250183331819	-16.2716240870824
"PTC17-1202"	42.3428203699395	13.7176393709934
"PTC18-1202"	41.4597274151947	15.0172243938435
"PTC19-1202"	43.425820094399	12.2096997322773
"PTC20-1202"	40.5283415972267	14.7423867666938
"PTC21-1202"	42.1714664595773	13.7393370964439
"PTC2-1202"	41.5288166955027	15.2848607199656
"PTC22-1202"	40.4200234381939	14.7357085706697
"PTC23-1202"	40.4490551417216	14.7886892056493
"PTC24-0205"	-6.83598911888912	-11.5960474001402
"PTC24-1202"	38.5098640063406	15.4242918983363
"PTC25-0205"	-5.54914321780473	-12.3550491682711
"PTC26-0205"	32.3776416545541	18.434648620187
"PTC27-0205"	-22.7853431281795	-30.2262423191582
"PTC29-0205"	-6.14317933559251	-11.6124006424688
"PTC3-0205"	-18.8134512779698	-22.1717095495258
"PTC34-0205"	23.9356471027025	13.2817465487051
"PTC35-1202"	43.0631949524504	12.9250500533245
"PTC38-0205"	-20.6697207556222	-25.1939229130674
"PTC38-1202"	38.4220269728492	15.3836623883378
"PTC40-1202"	8.4626779130149	25.0220425664605
"PTC4-0205"	-16.3352011835193	-25.9034797476068
"PTC4-1202"	42.1490206018327	14.8821271784378
"PTC5-0205"	-27.1569889077521	-32.8621290116133
"PTC5-1202"	40.9299905247696	14.9577419265379
"PTC6-0205"	-12.4488595814621	-16.2790402542265
"PTC6-1202"	40.9247474811474	14.6906076778164
"PTC7-1202"	40.6255626671044	14.7121070748935
"PTC8-0205"	-6.64255693670126	-12.258525704618
"PTC8-1202"	23.5666385478866	12.8806906273316
"PTC9-0205"	-12.4648721048621	-18.9002618129945
"PTC9-1202"	43.5155051903884	11.3070184485206
"PTH1-0205"	34.3128192683182	23.1836763619118
"PTH61-0205"	14.4824223848403	14.4454407176918
"PTH7-0205"	23.0329226206286	25.4333473396029
"PTH8-0205"	22.5864900579231	24.9334156866322
"PTH82-0205"	-20.0520224433548	9.33062528492921
"PTH9-0205"	22.659694077273	26.3038683109589
"PTS1-0205"	36.0918562379776	26.7458224544753
"PTS13-0205"	24.436184368891	28.8620248491026
"PTS22-1202"	43.8661826041242	11.3156638519345
"PTS24-1202"	43.6372923720224	10.9190511566982
"PTS26-1202"	44.3680800602159	11.5724745045742
"PTS28-1202"	44.2543399663836	9.70848795775122
"PTS29-1202"	44.0323171329877	10.0145664832595
"PTS30-1202"	43.9045430210142	10.9192733863566
"PTS32-1202"	44.2312291731272	11.6407391127849
"PTS33-1202"	43.356299070558	12.9293246573579
"PTS34-1202"	43.8308451616306	11.5405652894006
"PTS40-1202"	43.9508961684161	11.2919223281814
"PTS4-1202"	43.7981673117083	11.2080422604588
"PTS43-0205"	29.7403010240464	29.1823622341798
"PTS43-1202"	43.920574762475	11.1464048174413
"PTS45-1202"	44.112419239005	12.8883418776098
"PTS5-0205"	21.7584958477983	23.333783913206
"PTS69-0205"	18.1334422314528	11.9637482837719
"PTS8-0205"	34.999144546362	27.2380643135083
"TTC11-1202"	50.1797527043635	7.50650667200887
"TTC1-1202"	52.7311291065512	11.1727131785606
"TTC14-1202"	51.3672204660091	8.81025216733544
"TTC15-0205"	1.36510623282673	-27.7088426704576
"TTC16-1202"	51.8702114271779	9.28096008210805
"TTC17-1202"	52.7245059497054	11.1714618768728
"TTC19-1202"	-3.45814783721895	-11.1882876506657
"TTC20-1202"	51.221600869443	10.4225442745258
"TTC22-1202"	50.1828854357233	7.44353510857567
"TTC23-1202"	50.8796793031433	7.65966341453651
"TTC25-1202"	52.1813966160137	8.66306137731534
"TTC26-1202"	51.5170290771357	8.67875864898762
"TTC27-0205"	-0.59545441326574	-27.7357059496115
"TTC28-0205"	-2.1683519599299	-23.0577018842878
"TTC28-1202"	50.4757284598175	7.90129309851267
"TTC31-1202"	52.437313467273	8.5680613261296
"TTC3-1202"	51.0124866231776	9.31083721853239
"TTC32-1202"	52.2917658506882	8.89635217504189
"TTC33-1202"	51.7411063033063	8.91002960959238
"TTC34-1202"	51.2924830014912	8.86095457308735
"TTC35-0205"	0.642506007769389	-41.4455182928707
"TTC35-1202"	51.3884783956827	7.37606336687541
"TTC36-0205"	7.16088563956415	-10.3127350904897
"TTC36-1202"	51.8399243647123	8.80426824627302
"TTC37-0205"	6.98521549480974	-10.3031418870545
"TTC37-1202"	51.1458558902449	10.661586458122
"TTC39-1202"	51.6491714104831	9.52286632500366
"TTC40-1202"	51.8473188139199	8.17904582617651
"TTC41-1202"	50.6929310813401	7.49501261454367
"TTC42-1202"	46.7642654373267	9.86370583297629
"TTC43-1202"	51.6542695270058	8.31185863170869
"TTC44-1202"	50.657804430089	10.5505269894198
"TTC45-1202"	51.9128852824164	8.24815996337578
"TTC46-1202"	51.4471536775191	8.67997504638787
"TTC47-1202"	50.7706427824611	7.45122864743021
"TTC48-1202"	52.6406047961502	8.96429586314498
"TTC6-1202"	51.3712635579635	9.24568582651544
"TTH11-0205"	10.147832485878	-3.20831222717954
"TTH19"	46.4420366619083	9.77722916119305
"TTH30-0205"	10.0713115579673	-4.65028259221573
"TTH38-0205"	12.7643150056805	1.40385178903285
"TTH66-0205"	9.56027246287077	-4.62074031727369
"TTH8-0205"	10.5840431362757	0.866972924113461
"TTH91-0205"	12.6555851249711	6.61754902075166
"TTS10-0205"	45.0248689696877	-13.9833464531013
"TTS1-0205"	32.6215688947853	-4.82424913687807
"TTS11-1202"	49.0057254334269	10.244754057209
"TTS1-1202"	13.6052934546388	1.65310148321519
"TTS12-1202"	50.1684152490473	11.0179462648864
"TTS13-1202"	48.6692875820572	11.6702009628942
"TTS14-1202"	46.9655745468406	9.7539878346825
"TTS15-1202"	46.9872198970148	12.4169923339272
"TTS17-1202"	49.4277997611041	11.0726911356057
"TTS18-1202"	49.2229995542598	10.3745071314449
"TTS19-1202"	47.5232221184403	8.81708135895269
"TTS20-1202"	47.1918328907172	11.2571399092811
"TTS2-0205"	43.374661872017	-16.6080663949107
"TTS21-1202"	50.6488869476622	11.5672262563214
"TTS22-0205"	33.7626795157009	-6.39146773339123
"TTS22-1202"	48.8587036752812	10.0273864122305
"TTS24-1202"	49.1420124726439	10.3592492166613
"TTS25-1202"	47.6244676037313	9.033973484804
"TTS26-1202"	49.3384910001004	10.5125434999859
"TTS28-1202"	49.1378471674689	10.2787224731128
"TTS29-1202"	48.0018871623326	9.5290412483377
"TTS31-1202"	50.3805517171535	11.1446382580932
"TTS3-1202"	47.271350558832	12.4018087126716
"TTS32-1202"	47.3218508675404	9.54991177181786
"TTS33-1202"	47.9769176672524	9.2762647744244
"TTS34-1202"	48.0772522662898	9.39106496639752
"TTS35-1202"	45.6733783541151	8.55745184288532
"TTS36-1202"	45.4342549251576	12.4648944579276
"TTS38-1202"	48.1964173983326	12.1005863448247
"TTS39-1202"	49.6611172253856	12.4929568494861
"TTS40-1202"	45.6066358911215	12.2741179518863
"TTS4-0205"	40.6098990978786	-13.7670220891213
"TTS41-1202"	49.8185568011609	10.4927187180486
"TTS4-1202"	49.4876391312894	11.34276142362
"TTS42-1202"	46.4008737844847	10.7420945970666
"TTS43-1202"	48.1261820244792	9.09463138573674
"TTS44-1202"	49.5338056385868	12.3905739570811
"TTS45-1202"	46.9412253840247	11.3052078701424
"TTS46-1202"	48.0007590855326	9.64841918341155
"TTS47-1202"	47.307820104662	10.1717733944038
"TTS48-1202"	49.1260963900395	10.2547176796577
"TTS5-1202"	47.142558127091	10.8942428253253
"TTS6-0205"	42.2953398345233	-17.2294387807079
"TTS7-1202"	47.8943106460654	12.6237975591348
"TTS8-1202"	46.5659299091276	12.7141927191425
"NTC2-10-0508"	1.75582304608485	-22.8587215982686
"NTC2-1-0508"	-20.2947910863281	-31.2430718068886
"NTC2-11-0508"	2.71681030645443	-15.9214448338815
"NTC2-12-0508"	1.2411642322569	-25.3106756557056
"NTC2-14-0508"	-20.3491064246417	-30.3902942777456
"NTC2-15-0508"	26.8459790918949	-39.9709946239838
"NTC2-16-0508"	5.25696039468731	-9.82279519100394
"NTC2-17-0508"	2.86080247021789	-15.44241566004
"NTC2-18-0508"	-0.676236957674691	-27.6621294136323
"NTC2-19-0508"	-1.47804549925615	-6.54401002811243
"NTC2-20-0508"	1.41106253412987	-23.9828284151674
"NTC2-2-0508"	4.52477219225994	-5.17100260113915
"NTC2-21-0508"	-1.17667029491533	-6.58239617058428
"NTC2-22-0508"	5.21441646498878	-10.4262213186091
