"tSNE_1"	"tSNE_2"
"PTH13"	30.6616843081798	0.303345853926715
"PTH1"	30.7286684438658	-0.239484111454141
"PTH20"	22.6258039523498	3.07395009008676
"PTH26"	30.4284925292805	0.527418877779686
"PTH5"	31.0078163123733	-0.534372025002527
"PTH8"	30.4901706383337	1.16195993483632
"TTH22"	31.3737951740576	-0.645868592944128
"TTH28"	31.3473854781547	-0.527315599484069
"TTH2"	31.6157540789985	-0.502950817723125
"TTH37"	31.9895108025607	0.818302719145627
"TTH48"	31.423118282685	0.553625606911961
"TTH4"	31.3572592448628	0.205626054825603
"PTH44"	0.929081739850728	5.34025701637557
"TTH11"	30.8104837928002	-0.477343106255763
"TTH15"	30.7271023745207	0.854107064767591
"TTH17"	31.6977176426536	-0.722757834476636
"TTH26"	32.2380986665456	-0.747459011750934
"TTH31"	32.4290590164849	1.00533966814327
"TTH39"	31.4102172645057	-0.798532771725326
"TTH43"	31.5171286974537	-0.990268677727341
"TTH45"	31.032165514177	1.03737368214688
"TTH8"	32.0157319814761	-0.868582055439784
"PTC141-0205"	-8.81884472510413	0.632739139520281
"PTC142-0205"	-24.7839893983395	-3.96265011403792
"PTC143-0205"	8.50538262954036	18.8578856999519
"PTC144-0205"	-26.975863389857	-6.39764700281836
"PTC16-0205"	-10.0602018992188	8.36726689620786
"PTC23-0205"	-22.1666654624986	-9.59339591803628
"TTC100-0205"	-6.08975605904494	-14.0287435995678
"TTC10-0205"	-5.94483754927467	-15.6156527095534
"TTC2-0205"	-2.12241125461682	-5.31495745795183
"TTC97-0205"	-10.4422720484351	10.217350732994
"TTC98-0205"	-1.81295843463519	-4.97521152862483
"TTC99-0205"	-9.6922238592095	-10.6332447920471
"PTC10-0205"	-18.0505952296906	-8.64429229795918
"PTC10-1202"	31.1533309921946	1.22215204771245
"PTC11-0205"	-14.7579704063047	-6.48027775269665
"PTC1-1202"	29.1919569036967	1.98779127687465
"PTC12-1202"	27.8356722485355	3.22996035987174
"PTC13-1202"	26.5158056079303	3.62936023946719
"PTC14-1202"	29.8860854981382	1.66160172335651
"PTC17-0205"	-12.636125904978	-5.89945423638231
"PTC17-1202"	30.6420510625578	1.15754587394728
"PTC18-1202"	29.6462707138523	1.83424824701328
