GeneName	tSNE_1	tSNE_2	x	CD44_Opacity	CD44_Expr	CD44_Color
PTH57-0205	29.5051476823361	28.7857295293634	3	0.31263928598097424	238.179594075688	#ffc3c3
PTH5-0407	0.202728483781103	39.9573228118496	1	0.14550400581202458	50.9695354888254	#fff3f3
TTH191-0322	-34.7867571691713	-24.1798216327258	2	0.2535491740965289	171.992112314752	#ffd4d4
NTH34-0508	1.88499306493276	-3.5402718268507	6	0.13600692834598152	40.3317549614308	#fff5f5
NTC49-0508	0.759384978828406	-17.9914885632423	5	0.1081808422348484	9.16345102319323	#fffdfd
JTC-2-0508	-2.94065583218995	-26.4642415805567	7	0.39627148376226484	331.856935152669	#ffacac
TTR103-0322	19.8074985098404	-16.8349261685047	8	0.10891946023281154	9.9907851356093	#fffdfd
TTC122-0205	2.14062303261081	-29.3780944930668	7	0.5411100360969229	494.092184591316	#ff8383
PTC159-0322	-41.2746575101837	-5.75723351080487	0	1.0	1143.62808403474	#ff0000
TTH1-89-0508	25.7093170009007	14.9725937156106	3	0.5071078016040685	456.005909179824	#ff8c8c
NTH100-0407	-7.3060665361488	27.50994096856	0	1.0	1229.60868468279	#ff0000
TTR118-0508	25.695859011989	-10.480802670978	4	0.1	0.0	#ffffff
TTR114-0407	18.1136054767261	-18.1512178959753	8	0.9801224665224433	985.834818087026	#ff0606
TTC176-0322	-16.6645293695449	4.54455541740545	5	0.41585869276671106	353.79678257189	#ffa6a6
PTR6-1116	-9.09755875706566	39.0672605007217	1	0.4883782689212087	435.026754405809	#ff9191
PTC182-1116	-40.728354824725	-23.4684444069155	2	0.12534346137503968	28.3874887696901	#fff8f8
NTH157-0407	-28.4968072652953	2.56879220304722	0	0.7023118108776122	674.656058780493	#ff5555
TTC79-0508	-3.74897444109527	-38.2684481801375	7	0.12287268116088562	25.6199407799451	#fff9f9
NTC45-0407	-13.2239705483194	1.4921301768249	5	0.10129983252214088	1.45595665006885	#ffffff
PTC47-0205	6.06218235432883	39.9738351249007	1	0.20167785228735519	113.890476412044	#ffe3e3
PTH3-6-0508	36.2605776711339	23.4929661378152	3	0.15343789149848847	59.856367776317	#fff0f0
TTH1-32-0508	21.2561923557228	-4.07920704362339	4	0.2001758279873069	112.208042536164	#ffe3e3
NTC106-0322	-37.7735037585262	-23.4256682596953	2	0.27673233290883137	197.959822513894	#ffcdcd
PTC102-0322	2.1139546136393	33.934859576898	1	0.36036033876811235	291.632468173102	#ffb6b6
NTC186-1116	-22.1487083343301	-14.3989835290279	0	0.1692362671456327	77.5523014384942	#ffecec
PTH9-0508	14.1724414997562	16.3410878765486	3	0.1619331532420272	69.3720035362293	#ffeeee
TTH52-0205	9.36426506414396	-3.78605883420497	6	0.8213178229161202	807.955996791169	#ff3333
JTH-42-0508	-17.5968164322958	-24.2398392143356	2	0.10277452528719883	3.10777617413969	#ffffff
TTR51-0322	23.8014031147931	-25.8344158432964	8	0.9594503731643406	962.679779816402	#ff0c0c
TTR135-0322	27.795669831833	-28.107678192718	8	0.3143215973067142	240.063969424416	#ffc3c3
TTC67-0205	-1.26328734115214	-32.6463763583897	7	0.5301238366388178	481.786422204585	#ff8686
PTR67-0407	-1.491515746511	42.5349300365563	1	0.3704039310046675	302.882405883006	#ffb3b3
TTC72-0508	-25.3813118514471	-27.9277174885416	2	0.35979412003558797	290.99824036685	#ffb6b6
PTH32-0205	-12.5166435980782	-5.6561844070669	2	0.4925522565156424	439.702083643926	#ff9090
PTR11-1116	-10.5123224944944	40.1230640329534	1	0.1832829624956953	93.2861588070809	#ffe8e8
PTC127-0322	-36.5117759702297	7.42768066747491	5	1.0	1337.38706647531	#ff0000
PTH124-0322	-33.6287852474566	-1.84058623611255	2	0.638629570129499	603.324883164276	#ff6767
NTH182-0407	8.16768262033392	4.56387073121478	5	0.34709293827734133	276.771507514994	#ffb9b9
PTR31-0322	-0.806914521335418	17.2671353647356	1	0.8791702023661249	872.757080890688	#ff2323
JTC-77-0508	-6.47373296329552	-22.7640217348328	7	0.3067285477463968	231.558911416298	#ffc5c5
PTH3-14-0508	28.2184957652009	21.3768956610768	3	0.1	0.0	#ffffff
NTC181-0322	1.21827437897225	-9.41242657405471	5	0.41211188918434116	349.59994682626	#ffa7a7
TTS1-53-0508	29.5727036660367	1.87998018081365	4	0.1749250494985469	83.9243688829046	#ffeaea
NTC24-0508	4.08734128076138	-10.5467528642869	5	0.1	0.0	#ffffff
TTR33-0322	21.0399023766031	-30.707776547098	8	0.45242051386743	394.750078987757	#ff9c9c
PTC23-0407	-40.9027967823383	-10.2320764475808	0	0.8759798383650939	869.183519216919	#ff2424
TTH181-0508	28.2617972561721	-6.10280388726062	4	0.2553219349785454	173.977801202504	#ffd3d3
TTR168-0508	26.8563635990587	1.20623426027293	4	0.3802615909762066	313.924078825641	#ffb0b0
NTR58-1116	15.81019670985	-17.7645069802939	8	1.0	3935.02128752746	#ff0000
NTH128-0322	-23.5829274098878	21.9063350479944	0	0.12263172628207916	25.350044580097	#fff9f9
JTH-24-0508	5.05474435331054	-1.0628869362578	6	1.0	1141.57227840534	#ff0000
TTR13-1116	16.0318195372535	-30.8873502324786	0	0.10031402667126472	0.351744715214403	#ffffff
PTH19-0508	33.3646172018395	24.7878194021297	3	0.1	0.0	#ffffff
NTR89-0407	-32.2402679825676	9.32671442794242	0	0.17501060619614475	84.0202018773125	#ffeaea
TTC43-0407	-45.2420251509894	6.79512121961274	0	0.10082727680285829	0.926641811196873	#ffffff
NTC110-0407	-35.0852541310878	-12.6060283562779	0	0.6124670255249823	574.019930294709	#ff6e6e
TTR211-0407	-29.1400816051963	13.5635472292581	0	0.6490943081333984	615.046550862597	#ff6464
PTH91-1116	3.33908886088401	45.548849864045	1	0.46151468115290073	404.936555407282	#ff9999
PTC2-77-0508	33.734720780665	18.2915912181918	3	0.49864334993972914	446.524784127203	#ff8f8f
TTH152-0407	-19.8311687293417	9.83845718020999	0	0.6355275465470466	599.850272561286	#ff6868
PTH149-0322	0.762473806762766	37.0809909727602	1	0.20393177800147597	116.415123300268	#ffe2e2
PTS3-53-0508	26.9080733369461	20.7375855875873	3	0.6364823598229796	600.919769373367	#ff6767
PTC2-52-0508	36.6955814091624	17.6781287834594	3	0.15559516747007138	62.2727562289514	#fff0f0
TTR161-0508	25.4824904252165	-10.464095401796	4	0.4757625695351143	420.895771295615	#ff9595
PTC26-0322	19.8294691101152	0.525891713447973	0	0.6719976531835605	640.700838600899	#ff5d5d
TTS1-1-0508	39.9958937624301	-16.3888315750804	4	0.36801674515788174	300.208492860078	#ffb4b4
NTC63-0407	-31.1481526542157	1.35043836979869	0	0.3496708287353212	279.659030862435	#ffb9b9
TTR132-0407	-21.0172171326627	11.5421214759384	0	0.3520612127348526	282.336526171295	#ffb8b8
NTC2-24-0508	-3.80760144985105	-29.0410500350163	7	0.8700763275843583	862.570932107767	#ff2525
TTH1-14-0508	13.8064605555595	12.1559476147225	3	1.0	1803.04159810829	#ff0000
PTR38-0322	7.34613511689395	29.7773120185923	1	0.5991555811163752	559.109635561652	#ff7272
PTC65-0205	-7.14765689883276	-11.8275057275703	2	0.15570175092817165	62.3921415281843	#fff0f0
PTR1-0322	-1.29386522405538	22.7273368824934	1	0.4197368005734836	358.140693617949	#ffa5a5
NTH2-40-0508	13.4976953464752	-2.22310406795463	4	1.0	1280.21812801484	#ff0000
PTC2-59-0508	-26.8131372145052	-32.3297423667118	2	0.7646097625102383	744.436676991059	#ff4343
JTS-14-0508	32.0327576844069	0.295237131068138	4	0.34708135749838265	276.758535757594	#ffb9b9
PTR49-0407	-20.0443629227986	28.774117906327	0	0.4441733227933582	385.512309902778	#ff9e9e
NTH56-1116	-37.9784636681746	-9.00451430182387	2	0.4267684838577176	366.016959109442	#ffa3a3
PTR93-1116	6.16034063649792	31.0563318463787	1	0.10099881447213613	1.11878303406075	#ffffff
TTC85-0205	-19.5821973582266	-31.4249896894994	2	0.5012709333040872	449.467969043554	#ff8e8e
PTR13-0322	-1.49649563771851	44.3849731662724	1	0.5005417280522748	448.651178251235	#ff8e8e
JTC-59-0508	-27.6353592441631	-30.758714266819	2	0.3227899125367859	249.549422099346	#ffc0c0
TTC2-58-0508	-2.49559415397398	-45.1433275560386	7	0.11928769999352228	21.6043640944215	#fffafa
TTR115-1116	23.531173834161	-25.9165760549648	8	0.1032418296296871	3.63120888832601	#ffffff
TTC131-1116	-30.2644700141671	11.4927280927833	0	0.14431736825971578	49.6403697647213	#fff3f3
TTH106-0508	7.61545107788398	3.60797570517611	6	0.5778833880257721	535.282419005475	#ff7878
PTR9-0508	15.2042752361073	20.0896547759849	3	0.4277181604061453	367.080702216762	#ffa3a3
TTR31-1116	25.278753878458	-15.2111466085375	8	0.14657469134087375	52.168822080988	#fff2f2
PTC35-1202	43.0631949524504	12.9250500533245	10	0.1261524867865926	29.2936869975088	#fff8f8
PTH3-96-0508	25.920017212859	17.9142890624004	3	0.40619705924211535	342.974681000301	#ffa9a9
JTS-39-0508	16.1491362227005	2.50831568247031	6	0.863518786436466	855.225758418276	#ff2727
PTC139-1116	-37.2323070632551	-8.78413795705314	0	0.4066793721919585	343.514925020032	#ffa9a9
NTH16-0508	1.31995550667548	-5.3761989147065	6	0.1323273413218594	36.2102092191732	#fff6f6
JTS-82-0508	18.364727073492	25.2020690805865	3	0.17936735905075551	88.9002484858782	#ffe9e9
TTR160-0322	14.7438062760126	-21.5291005257692	8	0.10114106803020952	1.27812280310405	#ffffff
TTH188-0508	23.4212515370892	-3.83731094237138	4	0.7409553015572031	717.941056100114	#ff4a4a
TTC48-1202	52.6406047961502	8.96429586314498	10	0.14657025582282487	52.1638538086223	#fff2f2
TTC124-1116	-31.8332720525843	13.3228644256771	5	0.8832990091037894	877.3818025561	#ff2222
JTS-96-0508	28.4260910678646	0.854798396429982	4	0.1	0.0	#ffffff
PTH34-1116	8.84734095964809	42.7348453700382	1	0.38245132869391785	316.376828035791	#ffafaf
NTH38-1116	-16.7318331501278	20.5928376496166	0	0.7302774793605262	705.98071046274	#ff4d4d
PTC80-0407	-26.2026082117711	-0.507339118181803	0	0.683113777711516	653.152131481934	#ff5a5a
NTC70-0407	-32.4118119755319	-5.89905588750484	0	0.1799370206423984	89.5383326763516	#ffe9e9
TTS46-1202	48.0007590855326	9.64841918341155	10	0.39017317200532464	325.026149335673	#ffadad
PTC150-1116	-39.0860493925993	-27.3453183070278	2	0.10055818666017223	0.625230994004462	#ffffff
TTH67-0407	-21.1267844833275	24.2052008674593	0	0.46018137634178957	403.443106079588	#ff9999
NTH175-0407	27.8935762326819	27.2126951818356	3	0.27221319221323903	192.897883505392	#ffcfcf
TTC2-83-0508	-6.01178397814957	-39.8946251819139	7	0.27426245667215643	195.193287079228	#ffcece
TTC144-0322	-12.3535612145363	3.45154908446729	5	0.5750624394831715	532.122643634309	#ff7979
TTR204-0407	-24.4362810228567	15.9577867947469	0	0.20348403959662903	115.913606607214	#ffe2e2
TTR182-0407	-12.222452132205	3.63906808685009	0	0.4413668420012501	382.368740017459	#ff9f9f
TTC47-0508	0.279000630169209	-41.366445363236	7	0.1409222907646393	45.8375062632648	#fff4f4
TTC26-1116	10.9340714665028	-37.277482169486	11	0.49874021366923305	446.633282251938	#ff8f8f
NTH153-0322	21.9074091000699	33.4747876463797	1	0.3668930513964942	298.949831165848	#ffb4b4
PTS2-6-0508	14.7937560110087	26.2079900867964	3	0.7089730061244337	682.117336561913	#ff5353
PTC120-0322	-38.0887358888549	-14.8772422859868	0	0.1	0.0	#ffffff
TTH166-0322	-9.46232317796597	22.9135391244992	0	0.21740139314799142	131.502586809903	#ffdede
PTH39-0205	24.5830230763492	17.5922984607074	3	0.3867519517133231	321.194003000939	#ffaeae
PTR74-0407	7.97384533431959	43.6601556206206	1	0.8997041625966349	895.757394731597	#ff1d1d
NTC168-1116	-24.3591085035231	-13.3703037421861	0	0.4982021529667666	446.030594563676	#ff8f8f
TTH11-1116	-22.4697849665116	9.15649779230053	0	0.4331894289520326	373.209130062664	#ffa1a1
NTR50-0407	-20.8737092719793	3.10410802912449	0	0.24875751804937518	166.624925875067	#ffd5d5
PTS24-0205	21.708351151897	21.6700219786759	3	0.13153018138879008	35.3173016438118	#fff7f7
PTH3-21-0508	24.3619545899552	29.307554040448	3	0.45246133028418223	394.795797903379	#ff9c9c
TTC158-0322	-39.4716468941713	19.3788686529554	5	0.3081122488004121	233.108810127851	#ffc5c5
TTS1-8-0508	31.1261673753802	2.13442162460532	4	0.6198100727902804	582.244957992948	#ff6c6c
JTC-84-0508	-3.37831374899768	-23.9681841822028	7	0.12869111695118587	32.1372344601598	#fff7f7
TTH88-0322	-18.5617132767804	27.0173414413959	0	1.0	1152.7413200322	#ff0000
PTH11-0322	0.226661767503426	38.3985186190108	1	0.8145107751226017	800.331347974115	#ff3535
TTH68-1116	12.0627103839182	-19.749449518818	0	0.5293412245324003	480.909809809254	#ff8686
NTR64-0407	-19.0224824267167	26.5901996736874	0	0.8618269081053942	853.330666962052	#ff2828
TTC123-0407	-12.5703565998376	-17.8243000310354	2	0.3928677644955605	328.044391908126	#ffadad
TTC101-0322	8.20056185456947	-32.1320297260573	11	0.12537684818854858	28.4248857053144	#fff8f8
TTC68-0407	-27.5205214261038	-12.2049397533469	0	0.2964546796457894	220.05103918798	#ffc8c8
TTC50-0407	-28.6131427455231	-12.213870457837	0	0.8490431241745794	839.011410511646	#ff2b2b
PTR75-1116	-1.43952548206256	37.7570059641935	1	0.6105267046127718	571.846555581213	#ff6f6f
TTC25-0407	-37.1247290223327	0.0152438024794047	0	0.46942445742830097	413.796382479279	#ff9797
PTR56-0322	-6.18316442278458	40.7190224916114	1	0.11981349309271205	22.1933107058394	#fffafa
NTH132-0407	-38.9958776387029	-5.77708392393918	2	0.7012315117757122	673.446003919822	#ff5555
TTC71-0322	-25.0327256695008	-6.32103540732985	0	0.6448450914844729	610.286956736273	#ff6565
TTC17-0205	2.85980504413259	-17.2014867416477	7	0.7639313129129646	743.676738163509	#ff4343
PTC19-0322	-10.8909913223808	-2.64920647791801	5	0.7075898212758885	680.568016057763	#ff5353
PTC157-1116	-41.8212428065041	-29.0125910126964	2	0.10098039666624732	1.09815304788427	#ffffff
PTH1-0322	-5.74761841011525	43.8748037950157	1	0.9436519818734107	944.983828631449	#ff1010
PTC100-1116	-41.2913641357453	-20.6322759565962	2	0.30036077932552097	224.426304237642	#ffc7c7
NTC188-0322	-46.0948985762079	6.75477363819891	5	0.5258099181966847	476.954354890764	#ff8787
PTH117-0322	-1.37495786942221	36.7194717046937	1	0.8827591733614514	876.777126626229	#ff2222
JTH-92-0508	19.7676741191862	2.25417610159359	4	1.0	1047.35145864381	#ff0000
TTH10-0407	-20.5742165098923	4.77789958511858	0	0.309245975961355	234.378710342857	#ffc4c4
NTC77-0407	-40.9951928219569	-29.9073764015082	2	0.21642311438616854	130.40680604997	#ffdfdf
NTH125-0407	-43.9144718585139	6.95558170766281	0	0.2653037804269805	185.158575658487	#ffd1d1
PTC2-45-0508	-23.2642898940033	-30.2211420786075	2	0.14377441936906485	49.032206763315	#fff3f3
PTC134-0322	-19.7232108468661	30.6753205656328	0	0.1	0.0	#ffffff
PTC87-0407	-16.6776016556974	-26.0274821410921	2	0.24178516659834387	158.815118620032	#ffd7d7
TTS83-0205	37.2770472926589	-3.58276685980393	4	0.714251657254355	688.030011529719	#ff5151
TTS58-0205	34.928786136696	-11.0764903424778	4	0.5036079526694307	452.085690040954	#ff8d8d
NTC20-0407	-31.6253986627208	-9.45392107204265	0	0.183568220133209	93.6056790123739	#ffe8e8
PTH64-0205	17.647692086718	22.7011130864379	3	0.18315439717668233	93.1421513845886	#ffe8e8
PTC2-70-0508	-12.6304241303351	-15.6471413364281	2	0.3375186040522002	266.047190845246	#ffbcbc
PTH72-0407	-4.33596398073747	40.6893048315827	1	1.0	1347.52598386884	#ff0000
