GeneName	tSNE_1	tSNE_2	x
TTR168-0508	26.8563635990587	1.20623426027293	4
NTR58-1116	15.81019670985	-17.7645069802939	8
NTH128-0322	-23.5829274098878	21.9063350479944	0
JTH-24-0508	5.05474435331054	-1.0628869362578	6
TTR13-1116	16.0318195372535	-30.8873502324786	0
PTH19-0508	33.3646172018395	24.7878194021297	3
NTR89-0407	-32.2402679825676	9.32671442794242	0
TTC43-0407	-45.2420251509894	6.79512121961274	0
NTC110-0407	-35.0852541310878	-12.6060283562779	0
TTR211-0407	-29.1400816051963	13.5635472292581	0
PTH91-1116	3.33908886088401	45.548849864045	1
PTC2-77-0508	33.734720780665	18.2915912181918	3
TTH152-0407	-19.8311687293417	9.83845718020999	0
PTH149-0322	0.762473806762766	37.0809909727602	1
PTS3-53-0508	26.9080733369461	20.7375855875873	3
PTC2-52-0508	36.6955814091624	17.6781287834594	3
TTR161-0508	25.4824904252165	-10.464095401796	4
PTC26-0322	19.8294691101152	0.525891713447973	0
TTS1-1-0508	39.9958937624301	-16.3888315750804	4
NTC63-0407	-31.1481526542157	1.35043836979869	0
TTR132-0407	-21.0172171326627	11.5421214759384	0
NTC2-24-0508	-3.80760144985105	-29.0410500350163	7
TTH1-14-0508	13.8064605555595	12.1559476147225	3
PTR38-0322	7.34613511689395	29.7773120185923	1
PTC65-0205	-7.14765689883276	-11.8275057275703	2
PTR1-0322	-1.29386522405538	22.7273368824934	1
NTH2-40-0508	13.4976953464752	-2.22310406795463	4
PTC2-59-0508	-26.8131372145052	-32.3297423667118	2
JTS-14-0508	32.0327576844069	0.295237131068138	4
PTR49-0407	-20.0443629227986	28.774117906327	0
NTH56-1116	-37.9784636681746	-9.00451430182387	2
PTR93-1116	6.16034063649792	31.0563318463787	1
TTC85-0205	-19.5821973582266	-31.4249896894994	2
PTR13-0322	-1.49649563771851	44.3849731662724	1
JTC-59-0508	-27.6353592441631	-30.758714266819	2
TTC2-58-0508	-2.49559415397398	-45.1433275560386	7
TTR115-1116	23.531173834161	-25.9165760549648	8
TTC131-1116	-30.2644700141671	11.4927280927833	0
TTH106-0508	7.61545107788398	3.60797570517611	6
PTR9-0508	15.2042752361073	20.0896547759849	3
TTR31-1116	25.278753878458	-15.2111466085375	8
PTC35-1202	43.0631949524504	12.9250500533245	10
PTH3-96-0508	25.920017212859	17.9142890624004	3
JTS-39-0508	16.1491362227005	2.50831568247031	6
PTC139-1116	-37.2323070632551	-8.78413795705314	0
NTH16-0508	1.31995550667548	-5.3761989147065	6
JTS-82-0508	18.364727073492	25.2020690805865	3
TTR160-0322	14.7438062760126	-21.5291005257692	8
TTH188-0508	23.4212515370892	-3.83731094237138	4
TTC48-1202	52.6406047961502	8.96429586314498	10
TTC124-1116	-31.8332720525843	13.3228644256771	5
JTS-96-0508	28.4260910678646	0.854798396429982	4
PTH34-1116	8.84734095964809	42.7348453700382	1
NTH38-1116	-16.7318331501278	20.5928376496166	0
PTC80-0407	-26.2026082117711	-0.507339118181803	0
NTC70-0407	-32.4118119755319	-5.89905588750484	0
TTS46-1202	48.0007590855326	9.64841918341155	10
PTC150-1116	-39.0860493925993	-27.3453183070278	2
TTH67-0407	-21.1267844833275	24.2052008674593	0
NTH175-0407	27.8935762326819	27.2126951818356	3
TTC2-83-0508	-6.01178397814957	-39.8946251819139	7
TTC144-0322	-12.3535612145363	3.45154908446729	5
TTR204-0407	-24.4362810228567	15.9577867947469	0
TTR182-0407	-12.222452132205	3.63906808685009	0
TTC47-0508	0.279000630169209	-41.366445363236	7
TTC26-1116	10.9340714665028	-37.277482169486	11
NTH153-0322	21.9074091000699	33.4747876463797	1
PTS2-6-0508	14.7937560110087	26.2079900867964	3
PTC120-0322	-38.0887358888549	-14.8772422859868	0
TTH166-0322	-9.46232317796597	22.9135391244992	0
PTH39-0205	24.5830230763492	17.5922984607074	3
PTR74-0407	7.97384533431959	43.6601556206206	1
NTC168-1116	-24.3591085035231	-13.3703037421861	0
TTH11-1116	-22.4697849665116	9.15649779230053	0
NTR50-0407	-20.8737092719793	3.10410802912449	0
PTS24-0205	21.708351151897	21.6700219786759	3
PTH3-21-0508	24.3619545899552	29.307554040448	3
TTC158-0322	-39.4716468941713	19.3788686529554	5
TTS1-8-0508	31.1261673753802	2.13442162460532	4
JTC-84-0508	-3.37831374899768	-23.9681841822028	7
TTH88-0322	-18.5617132767804	27.0173414413959	0
PTH11-0322	0.226661767503426	38.3985186190108	1
TTH68-1116	12.0627103839182	-19.749449518818	0
NTR64-0407	-19.0224824267167	26.5901996736874	0
TTC123-0407	-12.5703565998376	-17.8243000310354	2
TTC101-0322	8.20056185456947	-32.1320297260573	11
TTC68-0407	-27.5205214261038	-12.2049397533469	0
TTC50-0407	-28.6131427455231	-12.213870457837	0
PTR75-1116	-1.43952548206256	37.7570059641935	1
TTC25-0407	-37.1247290223327	0.0152438024794047	0
PTR56-0322	-6.18316442278458	40.7190224916114	1
NTH132-0407	-38.9958776387029	-5.77708392393918	2
TTC71-0322	-25.0327256695008	-6.32103540732985	0
TTC17-0205	2.85980504413259	-17.2014867416477	7
PTC19-0322	-10.8909913223808	-2.64920647791801	5
PTC157-1116	-41.8212428065041	-29.0125910126964	2
PTH1-0322	-5.74761841011525	43.8748037950157	1
PTC100-1116	-41.2913641357453	-20.6322759565962	2
NTC188-0322	-46.0948985762079	6.75477363819891	5
PTH117-0322	-1.37495786942221	36.7194717046937	1
JTH-92-0508	19.7676741191862	2.25417610159359	4
TTH10-0407	-20.5742165098923	4.77789958511858	0
NTC77-0407	-40.9951928219569	-29.9073764015082	2
NTH125-0407	-43.9144718585139	6.95558170766281	0
PTC2-45-0508	-23.2642898940033	-30.2211420786075	2
PTC134-0322	-19.7232108468661	30.6753205656328	0
PTC87-0407	-16.6776016556974	-26.0274821410921	2
TTS83-0205	37.2770472926589	-3.58276685980393	4
TTS58-0205	34.928786136696	-11.0764903424778	4
NTC20-0407	-31.6253986627208	-9.45392107204265	0
PTH64-0205	17.647692086718	22.7011130864379	3
PTC2-70-0508	-12.6304241303351	-15.6471413364281	2
PTH72-0407	-4.33596398073747	40.6893048315827	1
TTC6-0322	-40.1923643309593	13.0960587727719	5
TTH1-57-0508	-1.32238656287047	3.29146921381138	6
TTH174-0508	13.9628240371652	8.6402941275974	3
PTS142-0205	20.3073346553307	17.9300971735542	3
PTH142-0322	3.22002993562008	33.0038044287651	1
TTH18-1116	10.923545084942	-18.6424520403441	0
NTC17-0508	3.08860087831682	-12.5017707128431	5
NTH2-83-0508	26.9045211448833	-6.35415929947921	4
PTH97-0407	-6.07761574036992	44.2189974427311	1
TTC41-1202	50.6929310813401	7.49501261454367	10
TTR65-0322	22.623678562814	-22.7748209976027	8
NTH63-1116	-12.2510290809091	10.4921330000941	0
TTR189-0407	7.05262622115667	11.9976314604654	6
JTH-56-0508	2.67100046236971	0.477478603986442	6
TTC75-0407	-19.4423980255348	-10.406919010297	0
TTS116-0205	33.9144031978426	-11.5843361004786	4
TTR147-1116	20.0447231233146	-33.9876774381122	8
NTC161-1116	-41.1258522457766	13.0155680560894	5
NTR15-1116	18.1124488007565	-14.1929315280069	8
TTR45-1116	9.08181103995918	-25.3939854221019	6
PTC29-0205	-6.14317933559251	-11.6124006424688	5
TTC53-0205	33.4119420515982	-37.1258861144918	9
NTC27-0407	-35.9965303612295	-19.7251935810071	2
PTC107-1116	-18.7244862054765	-9.91171288421488	0
TTH1-50-0508	22.2136371043002	-2.38523590605529	4
NTH2-58-0508	-0.803447404119924	-2.09395826856752	6
TTR63-1116	18.2653795640923	-15.9523116353819	8
PTC106-0407	2.2343812548926	34.260840676219	1
TTC94-1116	36.3801324483069	-36.3605486364708	9
NTC143-1116	-23.4985551262956	-12.6568348902476	0
PTC2-95-0508	-20.5731581265708	-29.6198031231186	2
PTH8-0322	-43.7529206053483	-14.2881450319489	2
PTC34-0508	-29.4371260599734	-32.4545388694861	2
PTR21-0508	12.8488995392134	25.3087222276687	4
TTR83-0322	18.6726748734687	-25.6914764396691	8
NTH81-1116	-22.9028314756591	8.91079542774385	0
PTH3-89-0508	30.3030712714606	24.8959818296312	3
TTS33-0205	43.3111638133552	-17.4539878261858	4
PTC109-0322	-33.325872288244	-1.92993454948004	0
PTC2-20-0508	-28.1582477002354	-33.2615802516477	2
PTS3-21-0508	12.2740825235425	26.3314992906404	4
TTH2-1-0508	10.934444045247	5.0858410737286	6
NTC2-38-0508	0.859509759633437	-25.3334995674515	7
PTC5-0407	-13.7399718505264	33.4668672236245	0
NTH150-0407	-27.5097473813649	1.67000430869552	0
PTR99-0407	-7.68676543585654	28.5926098810528	0
TTR165-1116	16.3509556569483	-17.7980332323532	8
NTC98-0322	-27.4322653604654	16.0503680652175	5
TTR111-0508	27.9768444222933	-8.37569786063142	4
TTC35-0205	0.642506007769389	-41.4455182928707	7
NTH107-0407	-32.123336478881	9.15574111125714	0
TTR167-0322	28.1381825563995	-20.2611887726669	8
PTH3-46-0508	26.7553428730492	21.9165134408347	3
JTS-89-0508	10.0011188836358	3.02167587915997	6
TTR81-1116	41.397372707937	-14.1779897102888	4
TTS1-85-0508	30.3736768643209	-5.3429103687849	4
TTC23-1202	50.8796793031433	7.65966341453651	10
JTS-46-0508	37.9178191170739	-3.64396624743203	4
TTR136-0508	22.9395400299896	1.41520683476762	4
NTC2-31-0508	5.65664227509613	-9.55925598671844	5
PTC2-27-0508	-15.0607060935956	-22.541409107919	2
PTS3-28-0508	28.0971697996033	22.3092805929409	3
PTH1	44.2693563452045	9.57494112162428	10
PTC16-0508	26.4590804854778	19.4628700147607	3
PTH82-0205	-20.0520224433548	9.33062528492921	0
TTR88-1116	15.3267677077582	-31.2268643689852	0
PTC177-0322	-10.688603615334	-2.31256324447038	5
PTH8	43.9292228673597	12.9954769496898	10
PTH5	45.003358493639	8.77743954770372	10
PTH3-64-0508	25.9870175328504	27.1534040640501	3
TTH17-0407	-19.9713918695916	19.8449693867007	0
TTH138-0508	41.7565972796563	-5.30659685216406	4
NTH88-1116	-29.5958566687063	11.1744348736451	0
PTH160-0322	3.75956381506494	44.641624815334	1
PTH79-0407	-4.07894243158208	42.1006401140294	1
TTH131-0508	21.7780676794447	-2.42229032770185	4
TTC78-0322	-28.448736418427	-11.6618320979081	0
NTC2-9-0508	-6.75227536548837	-15.3437760812796	2
NTH2-15-0508	27.8300500492512	-4.33623412700621	4
NTR83-1116	-16.8907880524822	18.2567537828628	0
JTH-74-0508	1.16213740224221	0.433546941150283	6
TTC40-0508	34.4416730695193	-36.6601176168235	9
PTC170-0322	-17.8574089052368	2.58310884398803	0
TTH116-0322	-4.76531077438374	-26.8082073929317	7
TTR229-0407	-21.2743023344738	18.0169508751659	0
TTC108-0322	-37.4515705137499	16.2727830846436	5
TTC93-0407	-38.1724327995659	-14.8360140896434	0
TTH61-1116	27.9766554277855	-20.2862188800563	8
NTR39-0407	-9.55917738077587	37.714458861739	1
TTS5-1202	47.142558127091	10.8942428253253	10
TTH2-8-0508	1.0762355584359	-2.48791896934692	6
NTC2-56-0508	4.37322107707402	-10.4484745464658	5
TTC76-1116	7.5305125509002	-38.8632853774319	11
NTR14-0407	4.45576353357979	11.2588604026845	0
PTH6-1116	23.736730836797	25.1654823180399	3
NTH135-0322	-19.4969818116629	28.1056090112391	0
NTR96-0407	-27.2514242850558	15.9117497974513	0
TTC36-0407	-42.1947540675893	5.88065222773939	0
PTH29-0407	-4.39627486072542	40.4678819331514	1
TTS141-0205	33.2200606765225	-5.69305225886967	4
JTH-81-0508	1.46617765404107	-2.58226818890624	6
NTC6-0407	-31.0103268676214	-11.7067455940168	0
TTR90-0322	28.1303975972944	-26.8286367476336	8
TTH184-0322	4.50941875598348	38.7196923217741	1
NTC2-17-0508	2.86080247021789	-15.44241566004	5
NTC52-0407	-8.70821014868655	-21.8799367570975	7
PTS3-42-0508	11.9000954260591	27.032076790351	4
PTC146-1116	-42.7018453355852	-13.3372502850067	2
TTH142-0508	30.5757823803013	-5.26824215587085	4
PTH3-53-0508	16.6359095112374	12.2881206576951	3
PTR70-0322	-6.6653077209707	35.9238172135348	1
TTH72-1116	-19.2153552359338	18.8687900470271	0
TTC28-0322	13.113269167494	-32.3891752335711	11
TTH1-25-0508	14.2496413352111	12.3674347746358	3
PTC62-0407	-37.5943828954634	-1.10575650640202	0
PTH110-0407	2.53507343847256	46.6973769941819	1
PTC54-0205	-9.97980245796229	-2.78407400209773	5
TTR44-0322	21.3379741919145	-19.9329599762601	8
JTH-35-0508	-2.63025609961772	-2.12141435907176	6
TTC4-1116	-7.54567750480668	-27.7142785472127	0
JTS-50-0508	2.59668644903003	-3.85030893651253	6
NTH2-79-0508	9.66810943547847	-1.94259299333154	6
NTC179-1116	-23.5859554653148	-15.5105821218491	0
TTH99-0407	-19.4032194032618	22.8040792263362	0
TTS1-60-0508	34.2379438167657	0.649103653261999	4
TTH155-0322	-10.1732935594087	23.6115484919952	0
NTC31-0508	1.03423700471531	-5.86092090847573	5
PTC1-8-0508	-21.049900305617	-27.378863386409	2
TTR150-0407	-24.1517124024424	16.7536277958482	0
PTC37-0322	-34.0605564105136	-23.3333864627956	2
TTH1-71-0508	10.3430271853572	6.21667031275239	6
TTC169-0322	-25.8792935508374	-6.52191478212604	0
NTH193-0407	-41.7924364993873	-11.6051159194621	2
TTH163-0407	-10.5014434442355	25.8580147237104	0
PTH58-0407	-7.75339363025133	45.1729887044821	1
TTC57-0322	-35.3907395592353	9.47603673478458	5
NTC122-1116	-37.3020885789141	16.6998341894364	5
TTC112-0322	-23.7767038906757	-6.5168887908679	0
TTC15-0508	-3.48851547885444	-43.0075807248294	7
TTR142-0322	4.62836082386264	34.6325449869066	1
TTR222-0407	-25.8462715892108	13.7198482885789	0
PTC2-66-0508	-10.7727631313185	-10.6404992714173	2
TTC61-0508	-19.1600310076309	-31.2216613159648	2
PTH135-0322	-6.67396353643753	31.2798798234498	1
TTC2-15-0508	-4.12788705632971	-40.1672612373237	7
TTC58-1116	8.52142540390183	-39.0126184988839	11
TTC37-1202	51.1458558902449	10.661586458122	10
PTC175-1116	-40.3685842315254	-25.3449102630187	2
NTH6-0322	-12.6568353620774	25.929471979699	0
TTC2-94-0508	-2.41165404167596	-40.3175621300669	7
TTC113-1116	8.44063662407256	-36.6031738680435	11
TTH22-1116	-16.8773161515345	17.3721419564884	0
PTH37-0508	27.3253538933165	31.9255182122157	3
PTC17-1202	42.3428203699395	13.7176393709934	10
JTH-31-0508	7.44968518739794	2.45539277102734	6
PTR54-1116	4.23398800629007	37.655945522497	1
TTH17-0322	-38.7223474461705	5.83061503944692	0
NTH13-1116	-10.8202581353822	0.305336326240973	7
NTC129-1116	-26.3587638590523	-6.75459318070602	0
TTH7-1116	-19.6752160683614	-3.99684791511349	0
PTC137-0205	35.2348452837031	18.0780014312998	3
NTC2-10-0508	1.75582304608485	-22.8587215982686	7
NTH42-1116	-24.4217686886218	15.2675609551294	0
NTH2-29-0508	9.16959290606456	1.45333797965943	6
TTC82-0407	-36.7878369058681	-18.5185307152367	2
TTH113-0407	-13.4780329503573	25.272538828679	0
JTH-85-0508	10.6169650210911	12.2507679680742	3
NTH2-26-0508	7.61767138296117	-3.95451263377163	6
TTC2-44-0508	-23.8993284334243	-27.3766628704179	2
PTS3-71-0508	21.3039799415868	18.9458368643986	3
JTH-88-0508	-11.6613534276053	4.77443028429456	0
NTC2-67-0508	1.98433356162878	-7.68402774206345	5
TTC119-0322	12.5833532645132	-31.3252049200039	11
TTH159-0322	27.1447377652715	-38.9854347912064	9
PTS246-0205	24.5774933470056	17.2740773823237	3
PTC2-16-0508	-21.2241954452699	-27.4210909707571	2
NTR7-1116	11.9428731094274	-13.773138834819	0
PTR25-1116	2.33006614393784	23.7658457735789	1
PTC2-63-0508	24.3322671817986	19.9073809106795	3
NTC175-1116	-45.5341783039329	7.82975074408335	5
PTC191-0322	-6.59112239404352	-7.99898988432653	5
TTH3-0407	-16.6527826628755	28.4263182085976	0
PTS92-0205	18.7797846590428	19.1770182202194	3
TTH66-0205	9.56027246287077	-4.62074031727369	6
NTR76-1116	17.5239849538376	-19.8997006839765	8
TTC21-0322	-19.8645542900763	-12.7008484631313	0
NTH160-0322	-3.20139867533227	25.0763406445531	1
PTC130-0205	20.9166544087307	11.8298719490778	2
TTH1-78-0508	21.4932122616244	-2.13191649918191	4
TTC90-0508	-1.9425975044509	-43.4162903456407	7
TTC7-1116	32.2268123460734	-38.2238386324556	9
TTH67-0322	7.70718926708672	19.0520113544621	1
JTC-16-0508	-15.3173404934938	-29.216570486565	2
PTS3-78-0508	27.0244375095612	15.5649965525918	3
JTS-57-0508	40.0349398101498	-17.434289943982	4
TTR97-0322	28.0411032912967	-27.5640853064551	8
TTR121-0322	28.798985525933	-17.2347005144174	8
NTH1-2-0508	-2.92501391056186	-2.40955764492684	6
JTH-38-0508	13.6207856602169	2.15409159891072	6
NTH114-0322	-9.84151723148052	4.99597564524832	0
PTS3-49-0508	24.6884832032722	6.0873556726528	4
TTH79-1116	-20.9593671904045	20.6339563345907	0
PTR77-0322	-0.651312648870684	22.3413049289778	1
PTH106-0205	34.4086583165025	26.7604993906196	3
TTC32-0407	-23.5023040611214	-6.22038214526932	0
PTC1-0322	-30.7405610809988	-1.16031845846208	0
PTC120-0407	-1.54355940932436	23.6445511708254	1
PTS124-0205	36.1331116292299	25.0967520397538	3
PTC143-1116	-38.913309110706	-23.9110484355676	2
NTH196-0407	-38.2473418711989	-24.5920238607745	2
TTR225-0407	18.6056115858474	-12.8200160321159	8
TTR95-1116	14.3303528547432	-18.2933275866128	0
TTS1-1202	13.6052934546388	1.65310148321519	10
NTH95-1116	-24.936523648293	16.5019067721221	0
TTR15-0322	27.1854819676664	-23.991490704465	8
TTC104-0205	10.8702261839694	-0.634891638885853	6
TTC39-0407	-35.0377892814386	-12.7963081298925	0
NTR93-0407	3.57641657232009	46.5675712168507	1
PTR81-0407	7.54363417754605	43.4767273988608	1
PTS3-92-0508	15.8478207233192	23.8553174987643	3
TTS37-0205	43.2652235880874	-18.5301326825327	4
NTR46-0407	18.8507220262603	-10.222432646613	8
PTC116-0205	-18.4047090916368	-21.3338005503077	2
TTC115-0322	-7.11231019181959	0.99737395473658	5
TTH134-0407	-32.4029639140995	1.07523466671717	0
NTH4-1116	31.6255043230041	-38.425439089308	9
PTH51-0407	-0.626642553734449	43.1593616158661	1
TTC50-0322	9.96240716590526	-35.5728869751787	11
PTC19-0407	-28.087781964157	-33.0176984269052	2
TTR56-1116	24.3790544878592	-10.0718539122205	4
NTH139-0407	-20.7991966038601	4.50231453353774	0
PTC12-0407	-39.7748590025138	-27.4899689755448	2
PTC10-1202	42.4736495777391	13.8465500821936	10
TTS94-0205	36.6333218263652	-15.8683415646123	4
TTC86-0407	-38.2359523160848	-20.7951250050285	2
TTH192-0508	23.0380912205252	-5.38055548102445	4
NTC2-63-0508	2.1967036843025	-17.4815845455584	7
TTR129-0508	30.0132718026241	3.47683343897947	4
PTC145-0322	-39.0055205883428	-3.30233450262823	0
PTH33-0508	29.7165840902776	26.6760711278122	3
PTH75-0205	26.8363549755433	31.5113926361515	3
TTR157-0407	-7.41757628564489	29.9569235490094	0
JTC-91-0508	-17.9509849508885	-23.3063740502418	2
TTS1-10-0508	35.114220081451	-2.89423562978159	4
JTH-1-0508	11.0833225356622	5.15449379393672	6
PTC41-0407	-30.5028581592811	3.67874445764629	0
NTC59-0407	-16.6696134258076	-29.8335561611983	2
TTH95-0205	9.62968742999325	0.118155886056118	6
NTH143-0407	-14.870298771357	4.78228607742508	0
TTS8-1202	46.5659299091276	12.7141927191425	10
NTC1-8-0508	-3.14425940375794	-26.9041891933752	7
TTC2-90-0508	-3.76292216990602	-41.7505102239883	7
PTC30-0322	-7.46018948972236	-3.2151980503612	5
TTC68-0508	-2.10437935824176	-34.8760582263445	7
TTS2-5-0508	40.197874244995	-10.6077214197489	4
TTC173-0407	-10.4846723403291	-17.3690347559025	2
TTC162-0322	9.02433388159066	-32.7215281453924	11
TTS90-0205	33.5084438895805	1.81543785477395	4
PTH68-0205	12.9250277059439	23.7226786283419	3
TTR99-1116	28.6287542006578	-37.9620186145308	9
TTC55-1116	-24.0341997838335	-12.5284698508967	0
PTH40-0322	-5.10451263085679	43.11104483032	1
PTH48-1116	-3.7549604852969	37.9707670592311	1
TTC34-1202	51.2924830014912	8.86095457308735	10
NTC103-0407	-31.0896902970382	-11.9226435948474	0
TTS32-1202	47.3218508675404	9.54991177181786	10
TTS1-89-0508	20.1655281411734	-35.278848169308	9
TTC69-1116	13.1795224685926	-39.5922530078324	11
TTC110-1116	-25.103629712907	-11.7028583988641	0
NTC124-0322	-40.1608177609264	10.5095656898211	5
TTR132-0508	29.0501740205958	-7.23391560758337	4
NTH189-0407	-16.0000819968372	-3.65088228191566	0
NTH167-0322	-10.5420255063618	-3.7506494902968	6
TTR196-0407	-28.4144850520214	16.7509154824839	0
NTC138-0322	-40.5116531390326	8.18681862475893	5
PTC184-0322	16.4713722084084	33.5403300384878	1
JTS-53-0508	31.2072761731626	-2.02932963157568	4
TTH31-0322	-20.202550554869	-21.2234153450336	2
PTR104-0322	18.4013839271141	-10.4849680771199	1
TTH96-0407	-41.4508960713733	-6.17771710202996	2
PTS1-0205	36.0918562379776	26.7458224544753	3
TTR107-0407	-13.8369928396237	3.81222963508416	0
PTC48-0407	-37.5002815645254	-23.4527231092484	2
PTR88-0407	2.02856116455416	23.5346524496145	1
TTR153-0407	-31.6902837900847	13.4265194093501	0
PTS10-0205	23.049904078926	31.2752638462612	3
TTS87-0205	34.7850496277646	-5.48100269579488	4
PTH71-0205	27.05110826076	31.4954994158218	3
PTH25-0205	-28.1594673638269	-30.337668637448	2
TTC46-0205	-1.07515464642981	-32.1963259459005	7
TTC92-0205	27.5755304069039	-41.2564459428973	9
TTR49-1116	28.9722248188347	-0.0566699766269269	4
TTC18-0508	33.2385492247123	-37.2720842735987	9
TTC12-1116	21.5984556839511	-38.4259029790612	9
PTR10-0508	19.2490322949844	17.2102727120981	3
PTS5-0205	21.7584958477983	23.333783913206	3
NTR4-1116	-30.4805572208293	17.6523735992304	0
TTC2-4-0508	-5.90239608065076	-34.5575483643904	7
