""	"HSC.Prog_Normal.derived.combined_PMID_30827681"	"GMP_Normal.derived.combined_PMID_30827681"	"Myeloid_Normal.derived.combined_PMID_30827681"	"HSC.Prog.like_Tumor.derived.combined_PMID_30827681"	"GMP.like_Tumor.derived.combined_PMID_30827681"	"Myeloid.like_Tumor.derived.combined_PMID_30827681"	"HSC.like_Tumor.derived.per.cell.type_PMID_30827681"
"S40"	0.346145418658997	0.396499386735467	0.395869560609757	0.304398816990918	0.367148618791887	0.420067007364264	0.218170218842816
"S41"	0.364489548887658	0.421323302328887	0.450464876453882	0.30870116583084	0.383053755628763	0.472664466958861	0.22305417187435
"S42"	0.368326233259833	0.361349117509779	0.367391052070511	0.328720610646454	0.344021710850953	0.386284667451799	0.240473233732691
"S43"	0.380596135658997	0.398984846735467	0.406761729609757	0.352592713990918	0.379750961791887	0.427068745364264	0.235678582842816
"S44"	0.365597478987449	0.366701750385309	0.482896270088694	0.307717002166956	0.360809041113996	0.486087797686977	0.227348901651881
"S45"	0.34930697366318	0.400605738607031	0.410535735913526	0.293049599268599	0.375967625087221	0.433622295801938	0.214905693292189
"S46"	0.362412838561298	0.421143893114827	0.46122385662683	0.320162245293642	0.401372229454321	0.484989781354985	0.213799232289971
"S47"	0.396937129122595	0.393693175229653	0.42981892225366	0.362899444587285	0.382140902908641	0.44406949770997	0.270333405579943
"S48"	0.36680835886067	0.345750087284092	0.319204338531265	0.30381990530199	0.33639698691002	0.354990362539334	0.208716035622565
"S49"	0.34857386105816	0.439678244961154	0.447483181149004	0.311240766335381	0.44268921573282	0.470265833276729	0.216908692952941
"S50"	0.341996545110545	0.392989528350266	0.505568913293483	0.26397590839244	0.385582820532544	0.505267684110856	0.189421831144417
"S51"	0.380406284989541	0.401543730821091	0.406898255740578	0.340987675805797	0.385903213261664	0.421165847405814	0.229492722876567
"S52"	0.369210876322177	0.401070245342497	0.468428341523283	0.330298829259517	0.374432449879108	0.486127637166202	0.227562800135005
"S53"	0.357681265798327	0.399258200451375	0.427066069078493	0.306789612688927	0.379232000881866	0.44158406082493	0.223883811220251
"S54"	0.344791535136737	0.349761146544822	0.379179325865722	0.28680820042097	0.330089202432406	0.39637884902792	0.190461435240155
"S55"	0.377471277656905	0.425010482299685	0.446189982957873	0.343233085352077	0.417912238644219	0.464582421645427	0.23118562761813
"S56"	0.348736132259833	0.373344859509779	0.436036030070511	0.266991684646454	0.351752441850953	0.453276300451799	0.197589915732691
"S57"	0.345604730143809	0.345590710702407	0.354909931171753	0.309403817837812	0.331796564694288	0.393862762686895	0.207389056070261
"S58"	0.369484996120503	0.399089809793871	0.343763379601776	0.323379184948444	0.368905440760974	0.392118945991132	0.229829795355256
"S59"	0.37024211439498	0.412733937354124	0.440731191235478	0.328871051066782	0.385958810645598	0.451856374474791	0.211964143660752
"S60"	0.36416302166318	0.414234716607031	0.424435776913526	0.319239941268599	0.384969401087221	0.449990475801938	0.224252577292189
"S61"	0.368024090463599	0.429864717494187	0.415762810643903	0.316370560596367	0.397719035116755	0.446102609345706	0.237669043737126
"S62"	0.362042651997908	0.407443420564219	0.410420206348116	0.329045736361159	0.411816278852333	0.433782018281163	0.229724778775313
"S63"	0.357730685927197	0.400452078988373	0.401551419287806	0.291880280192734	0.364443502233509	0.433337994691411	0.203912078474253
"S64"	0.368106878550043	0.384161724085678	0.44682788801703	0.324028766599119	0.372103695897104	0.454510644258335	0.253565738010492
"S65"	0.370711520792051	0.414643918144029	0.471458082122839	0.327633535772406	0.391607401438864	0.493058684668419	0.225599725546191
"S66"	0.372815879189123	0.363460417933934	0.405893695010201	0.315047119478029	0.37248694023213	0.417509540862047	0.20647672043163
"S67"	0.36426700952385	0.415584721891122	0.376760371444791	0.337077184570589	0.425732291997242	0.406634872341272	0.227239061914754
"S68"	0.334547938388704	0.357010513046778	0.408867221279824	0.280213342150261	0.341173508202597	0.42509265231828	0.201505535986693
"S69"	0.368009950854395	0.397101491976746	0.396572691575612	0.335850511385468	0.419512441467019	0.418616553382822	0.239067246948506
"S70"	0.343835817326361	0.316634842214061	0.437673529827052	0.294317914537198	0.315997862174442	0.453026108603876	0.218483934584378
"S71"	0.367509657461507	0.429956167058405	0.469947575992019	0.339983513957526	0.409298854969087	0.486966571626868	0.24264573551244
"S72"	0.33321890625565	0.393665779638215	0.447298433766742	0.293319912368773	0.384924131555619	0.474435125014125	0.207388730283318
"S73"	0.366530487128871	0.387692878536999	0.470836422209314	0.330662781503807	0.366743586351643	0.479916231866481	0.246914630254002
"S74"	0.395209902027784	0.418330567895034	0.406099055272995	0.362192066029171	0.390631227537623	0.425013112921991	0.247130571407831
"S75"	0.388425965856486	0.420892752412528	0.433100251227496	0.355982171024309	0.395207646614686	0.450896835101659	0.240925340173192
"S76"	0.375884775120503	0.386721128793871	0.441899962601776	0.337045717948444	0.365579809760974	0.464276728991132	0.239635967355256
"S77"	0.357592595187031	0.406082368498152	0.442622102358317	0.327772608839188	0.384992176084463	0.46021203914321	0.222419250206944
"S78"	0.367456698455231	0.416762156751059	0.461960059036365	0.319922296041004	0.397131195526085	0.481278732470357	0.22677480583838
"S79"	0.387449640220294	0.386847021850293	0.387476467236587	0.36772650128456	0.377955039246207	0.395334624719249	0.252811445132787
"S80"	0.333497040656905	0.382524228299685	0.397371687957873	0.274638771352077	0.379062687644219	0.433191947645427	0.20065083461813
"S81"	0.35322511739498	0.405017926354124	0.437957318235478	0.309882971066782	0.387727686645598	0.450126067474791	0.219349216660752
"S82"	0.365571739989541	0.430938519821091	0.449395028740578	0.322577103805797	0.396800453261664	0.463599308405814	0.231418064876567
"S83"	0.375650088991633	0.380143897256873	0.330983713392463	0.339673641444637	0.381428751409331	0.378964303124652	0.236697981101254
"S84"	0.377720179457323	0.407409759186841	0.45150623868825	0.326179901679845	0.385516207673753	0.469779759189194	0.245448724063067
"S85"	0.355095513328453	0.421061658649843	0.420416815478937	0.324688224176038	0.42422457532211	0.442646851322713	0.232295279809065
"S86"	0.372823669326361	0.328112724214061	0.444820136827052	0.299161622537198	0.317066749174442	0.459116390603876	0.226735742584378
