""	"HSC.Prog_Normal.derived.combined_PMID_30827681"	"GMP_Normal.derived.combined_PMID_30827681"	"Myeloid_Normal.derived.combined_PMID_30827681"	"HSC.Prog.like_Tumor.derived.combined_PMID_30827681"	"GMP.like_Tumor.derived.combined_PMID_30827681"	"Myeloid.like_Tumor.derived.combined_PMID_30827681"	"HSC.like_Tumor.derived.per.cell.type_PMID_30827681"
"S87"	0.386087639122595	0.437799172229653	0.37791857225366	0.370905339587285	0.392282007908641	0.42115741870997	0.247267851579943
"S88"	0.387976833787867	0.390242855272465	0.397521252819071	0.350551849494724	0.37054000214353	0.411139732230745	0.258331543096818
"S89"	0.371239284060252	0.405539759396936	0.390747204800888	0.340126426974222	0.390789133880487	0.409350733995566	0.220885315177628
"S90"	0.363234742399163	0.408159164225688	0.445505029539247	0.320087823344464	0.377204935940933	0.461314655912465	0.242182115110125
"S91"	0.316192594588286	0.356208122159621	0.417799582549447	0.245157753822492	0.366737065173063	0.443465593774512	0.174485668541756
"S92"	0.382661989397072	0.388007167789906	0.448410162887362	0.353208413705623	0.365177231793266	0.465360418193628	0.249944267885439
"S93"	0.383329621789959	0.431370289708247	0.474193116470955	0.348218950133565	0.419872909291197	0.489417502949582	0.245607383321505
"S94"	0.369314155607407	0.400970571196593	0.401440742815656	0.336259575434179	0.371345343811043	0.423614918032601	0.245128944807387
"S95"	0.367004776987449	0.394773420385309	0.410836690088694	0.324598474166956	0.375624447113996	0.441976602686977	0.230007377651881
"S96"	0.372164939792051	0.411305909144029	0.476164604122839	0.342278369772405	0.403393834438864	0.486814981668419	0.250900046546191
"S97"	0.34868254272134	0.390574959568184	0.48233333506253	0.29302747260398	0.375805236820041	0.500729880078667	0.209963200245131
"S98"	0.394760619654813	0.391054230863903	0.414424692305988	0.338421967713236	0.364376398496552	0.42149503392659	0.250070334393443
"S99"	0.373409640328452	0.411367805649843	0.467692769478937	0.336530900176038	0.40064310032211	0.486045654322713	0.262848493809065
"S100"	0.366478660392888	0.420467712918342	0.406967298583593	0.329600702427942	0.424902855497931	0.424854075755954	0.233781150436066
"S101"	0.399813733322177	0.399617176342497	0.387379548523283	0.370270661259517	0.378241815879108	0.415452923166202	0.254184546135005
"S102"	0.370482954293097	0.39500586786192	0.413125426948782	0.335251117091826	0.376489805012698	0.433847644027838	0.218774309658534
"S103"	0.373205240455231	0.399628801751059	0.488627440036365	0.342426974041004	0.388458259526085	0.498705077470357	0.23657417783838
"S104"	0.369463140062344	0.415903753832718	0.433621836452772	0.341085478613063	0.404211221028154	0.459397914714403	0.213914981402314
"S105"	0.366087325862762	0.411568286719874	0.428596941183149	0.332956922940831	0.396866678057688	0.444753987258171	0.237016504847252
"S106"	0.348099323257742	0.401420207073997	0.480878068418627	0.297098774007613	0.388576795703286	0.489473478732962	0.194286425508004
"S107"	0.353631783399163	0.389369058225688	0.436438222539247	0.315321931344464	0.367069595940933	0.449862475912465	0.222726846110125
"S108"	0.374981620598745	0.383267478338531	0.45079330780887	0.344684651016696	0.3771379419114	0.473645477368698	0.269418700665188
"S109"	0.333970688995816	0.400538051128437	0.476242228696231	0.267035199722319	0.379093600704665	0.489815824562326	0.189060537550627
"S110"	0.395583595656905	0.360593168299685	0.387093604957873	0.360357377352077	0.359775306644219	0.412217883645427	0.30452863561813
"S111"	0.372324351995816	0.342948731128437	0.466349106696231	0.330362504722319	0.341955658704665	0.477465200562326	0.243716462550627
"S112"	0.347161886388704	0.403099888046778	0.508244534279824	0.289905255150261	0.400485219202597	0.51342099531828	0.212311563986693
"S113"	0.353488675991633	0.336485257256873	0.478164483392463	0.295277689444637	0.337101825409331	0.487499132124652	0.241211514101254
"S114"	0.364180058794143	0.447368290579811	0.434912952774724	0.339266295411246	0.436946860586532	0.457461161387256	0.217975268770878
"S115"	0.386191426987449	0.427973847385309	0.436511029088694	0.365839159166956	0.391026259113996	0.451912981686977	0.248449265651881
"S116"	0.367872335627825	0.390757224819108	0.369344063383371	0.348443424184386	0.376953540777809	0.400248430507062	0.253451104141659
"S117"	0.358791801993725	0.382369680692655	0.430584538044347	0.300621258083478	0.367649051556998	0.446264302843489	0.20680836632594
"S118"	0.332965716525942	0.385043473326904	0.485549954096675	0.26842796220943	0.375450683144909	0.505204387060109	0.207156664139441
"S119"	0.370147929931381	0.364739183859937	0.422959375591575	0.331657910470415	0.362363693528844	0.436873756129085	0.240566298923626
"S120"	0.385622219386612	0.384175769610996	0.39315253762794	0.35485844451142	0.361168557054929	0.408854169599442	0.244332681762006
"S121"	0.381587364259833	0.385080638509779	0.407982440070511	0.350957675646454	0.388672715850953	0.428883261451799	0.251292423732691
"S122"	0.336751445854395	0.419513610976746	0.445308913575612	0.277611191385468	0.389625682467019	0.469167304382822	0.188355468948506
"S123"	0.361543239561298	0.363883544114827	0.36232196962683	0.296471385293642	0.341672674454321	0.378504510354985	0.210318818289971
"S124"	0.372832058488495	0.4163438261032	0.443289380914636	0.331535707486376	0.38028928268783	0.472415486046396	0.234875425764224
"S125"	0.383506490392888	0.383889714918342	0.401557725583593	0.352234633427942	0.364908268497931	0.434886091755954	0.239870682436066
"S126"	0.371243251187031	0.381282711498152	0.332315245358317	0.326415382839188	0.369680657084463	0.38054163014321	0.217640820206944
"S127"	0.342795014656905	0.389135644299685	0.451702952957873	0.295228571352077	0.375623824644219	0.459222237645427	0.21680166261813
"S128"	0.350907224257742	0.366383210073997	0.393521503418627	0.283801892007613	0.342387982703286	0.392738361732962	0.174765601508004
"S129"	0.390459441062344	0.320969638832718	0.372967711452772	0.339374494613063	0.339656088028154	0.391202240714403	0.218067657402314
"S130"	0.357575274789959	0.373840325708247	0.345322886470955	0.301031572133565	0.357443495291197	0.386644347949582	0.201355330321505
"S131"	0.392281307056068	0.392325440525372	0.448224937497119	0.354316932696541	0.386092470585152	0.465234845557892	0.260514578728255
"S132"	0.357233391665272	0.389028056042813	0.423361989565411	0.31059359190744	0.387135853234888	0.448837076520775	0.203441061516875
"S133"	0.360147835195398	0.37391826924128	0.322959707965855	0.317402823394551	0.350540533675132	0.368309730018558	0.21952905710569
"S134"	0.369689209594561	0.419786447466967	0.427571660505101	0.340255746739014	0.416639922616065	0.443583749931024	0.245553038215815
"S135"	0.388234220530126	0.353277438198468	0.418331106400444	0.330362138487111	0.336428903440243	0.438566463497783	0.239822749588814
"S136"	0.352152545261925	0.435663532945561	0.435951029722396	0.326199436285295	0.434669336998621	0.458814946170636	0.215990060957377
"S137"	0.378159077455231	0.401953956751059	0.396043220036365	0.350350374041004	0.377648657526085	0.404655601470357	0.24687046883838
"S138"	0.371740906449457	0.386932007179018	0.409070067031841	0.328038092762682	0.36907550659299	0.422197318027755	0.232458767076914
"S139"	0.363977270798327	0.388642746451375	0.452579861078493	0.314809358688927	0.373089993881866	0.46498030382493	0.216798920220251
"S140"	0.384444488463599	0.383703460494187	0.419434229643903	0.329539926596367	0.359639432116755	0.435919911345706	0.229570723737126
"S141"	0.367212822993725	0.399966801692655	0.436268192044347	0.329416538083478	0.405472353556998	0.450914847843489	0.22959550332594
"S142"	0.349095902689373	0.427593839801587	0.467597193485766	0.320760473297128	0.427059193987083	0.471716092719002	0.226678601387927
"S143"	0.361620869658997	0.452468057735467	0.411179085609757	0.334492433990918	0.454050959791887	0.444302320364264	0.222400281842816
"S144"	0.376899613927197	0.418532185988373	0.428690766287806	0.345881290192734	0.392152387233509	0.453176650691411	0.232299832474253
"S145"	0.356331054555022	0.411309096807481	0.466955469671177	0.32289557237712	0.395395048011319	0.479356090198473	0.232305935615912
"S146"	0.347754531266109	0.338415536817125	0.415458695026164	0.289981504562976	0.326061529293955	0.42233395360831	0.21326193640675
"S147"	0.387723481455231	0.414882530751059	0.463043453036365	0.330246194041004	0.387835959526085	0.472684234470357	0.26179771383838
"S148"	0.361144468530126	0.411797958198468	0.401092559400444	0.303092545487111	0.378696560440243	0.437320861497783	0.202715565588814
"S149"	0.39455589166318	0.363825256607031	0.408972608913526	0.342722591268599	0.347969877087221	0.433740404801938	0.272564835292189
"S150"	0.349407382789959	0.407378851708247	0.482215747470955	0.289411734133565	0.382013030291197	0.504061024949582	0.204445797321505
"S151"	0.33641224972134	0.369592969568184	0.45448017406253	0.27978707860398	0.371014283820041	0.467902880078667	0.218374878245131
"S152"	0.360434892157155	0.387687728167337	0.390578576433438	0.311799860171177	0.367569649399172	0.420130205502382	0.217698090574426
"S153"	0.369578467324269	0.403942168778279	0.462846117175168	0.336439939898357	0.389129739026775	0.478134742885039	0.253152602359692
"S154"	0.347379997318494	0.341031068206238	0.357415476170644	0.306511489620035	0.331626971093679	0.375167918442437	0.202583584598226
"S155"	0.359007349661089	0.419057529171249	0.381189025261642	0.333836502629758	0.426876846939554	0.416213669083101	0.251433725067503
"S156"	0.374548817261925	0.425983851945561	0.443926451722396	0.341619400285294	0.392450514998621	0.455785503170636	0.223289731957377
"S157"	0.387666777528034	0.420426748762686	0.44043861674856	0.36639968684827	0.409579341292576	0.454260484778946	0.263594113364127
"S158"	0.362368824856487	0.425668827412528	0.407741491227496	0.326246915024309	0.441767295614686	0.434440082101659	0.223593016173192
"S159"	0.358352212654813	0.437486991863903	0.395921491305989	0.310323196713236	0.410429157496552	0.44304173192659	0.215706509393443
"S160"	0.361100655328452	0.405691273649843	0.459329927478937	0.313288498176038	0.37872048132211	0.481410545322713	0.221751070809065
"S161"	0.376387901661089	0.378466789171249	0.425251394261642	0.311876517629758	0.358740187939554	0.430151277083101	0.221155860067503
"S162"	0.384119426053976	0.43185343608959	0.397469578845235	0.3545001490577	0.397416991437485	0.429963673839055	0.227076531503569
"S163"	0.354586637053976	0.41098334308959	0.390512069845235	0.3191989680577	0.430372780437485	0.404840091839055	0.240632369503569
"S164"	0.360377426124687	0.393536987665435	0.358068088905545	0.315620254226125	0.378486430056308	0.392664098428807	0.221457076804629
"S165"	0.379897177987449	0.369728687385309	0.337012183088694	0.349065502166956	0.335419422113996	0.357610483686977	0.247443258651881
"S166"	0.374029449521759	0.43027984045534	0.437247353792906	0.349033161931748	0.427356897849574	0.458707887622435	0.238119119690068
"S167"	0.369411128596653	0.414663582902749	0.447159027156985	0.357875748377855	0.402515058763732	0.465003740649861	0.254648634440501
"S168"	0.373648685792051	0.436891069144029	0.429486474122839	0.349693418772406	0.445668643438864	0.452272305668419	0.233538388546191
"S169"	0.37248132702908	0.404302040480577	0.407034408574502	0.344824368167691	0.37079141586641	0.424943819138365	0.225349077476471
"S170"	0.35763187786067	0.444745033284092	0.444913882531265	0.31485056830199	0.44587572491002	0.470348968539334	0.215781967622565
"S171"	0.355947056995816	0.381820119128437	0.415473730696231	0.309288556722319	0.353480527704665	0.434711268562326	0.229126328550627
"S172"	0.390980315875608	0.4263131934495	0.424733033493705	0.375925421635996	0.392892512252666	0.444207862359748	0.241458935438824
"S173"	0.384080878929289	0.411656537424155	0.45248124693969	0.337105243831575	0.382175096381176	0.463915612410248	0.250078838698939
"S174"	0.37682686072134	0.399579774568184	0.42135873706253	0.34238910360398	0.366315234820041	0.437279614078667	0.258946645245131
"S175"	0.385779324528034	0.376860400762686	0.34985886674856	0.35252164784827	0.349307426292576	0.377094719778946	0.218789884364127
"S176"	0.375071745253558	0.365299103202433	0.418161381114858	0.326850707729932	0.373329928407952	0.417475447295287	0.207787956058631
"S177"	0.360371617266109	0.399499746817125	0.452287532026164	0.327711261562976	0.397802999293955	0.47343452160831	0.22667736340675
"S178"	0.381064461987449	0.372445076385309	0.402468939088694	0.355377557166956	0.357052749113996	0.411092443686977	0.221044238651881
"S179"	0.377336235322177	0.406567410342497	0.449935972523283	0.337343718259517	0.380673061879108	0.473369277166202	0.226470282135005
"S180"	0.347558136656905	0.386090257299685	0.400585888957873	0.313925657352077	0.371327475644219	0.422583970645427	0.20975434161813
"S181"	0.34668065552385	0.389551334891122	0.385286355444791	0.313708261570589	0.416686402997242	0.410633951341272	0.225625501914754
"S182"	0.367360529259833	0.328795350509779	0.368877134070511	0.310723023646454	0.332148985850953	0.404085715451799	0.196948494732691
"S183"	0.377305475594561	0.417366854466967	0.398005684505101	0.351423610739014	0.378159331616065	0.423537115931024	0.227002731215815
"S184"	0.36934273639498	0.406327603354124	0.431002895235478	0.343111611066782	0.403112672645598	0.442313708474791	0.247392322660752
"S185"	0.362516505654813	0.380458610863903	0.424797791305988	0.332385494713236	0.383532581496552	0.44323712392659	0.270619640393443
"S186"	0.376448162927197	0.408566573988373	0.462989481287806	0.341624996192734	0.394759684233509	0.478223280691411	0.245128497474253
"S187"	0.349967657794143	0.436334460579811	0.465701673774724	0.324646375411246	0.431384826586532	0.473092084387256	0.223098064770878
"S188"	0.372111067322177	0.417396072342497	0.470115795523283	0.336696288259517	0.384628120879108	0.480088238166202	0.234932492135005
"S189"	0.34011702272134	0.410458741568184	0.42606237006253	0.29295408660398	0.384912784820041	0.460345856078667	0.196185292245131
"S190"	0.357637199056068	0.402670703525372	0.404607536497119	0.325810488696541	0.396123586585152	0.426671615557892	0.215932806728255
"S191"	0.360617189787867	0.426562418272465	0.490268700819071	0.304799926494724	0.39729104614353	0.504431391230745	0.223870314096818
"S192"	0.356700958266109	0.352160051817125	0.416866408026164	0.309824815562976	0.345887202293955	0.43394063160831	0.22232870440675
"S193"	0.386104960519667	0.365528491019558	0.410739287141022	0.344750318292908	0.355448761701907	0.424222624903598	0.268386605465382
"S194"	0.337913716858578	0.38517270684831	0.43082850687938	0.274180179663149	0.375586417762353	0.467181261820496	0.223443426397879
"S195"	0.372330913189123	0.379549657933934	0.347092600010201	0.328235119478029	0.37264662023213	0.390177863862047	0.24257574343163
"S196"	0.339316570987449	0.417506101385309	0.447012292088694	0.264343444166956	0.397565415113996	0.472998665686977	0.177699226651881
"S197"	0.371500248592469	0.401823991031185	0.407741064853216	0.344745544100174	0.393461002468398	0.422380620212186	0.222426241991129
"S198"	0.379101969656905	0.415674380299685	0.451560645957873	0.362033712352077	0.405148629644219	0.467963429645427	0.26153924861813
"S199"	0.337190143053976	0.36181303708959	0.387531161845235	0.2683336750577	0.352558459437485	0.409246114839055	0.198103738503569
"S200"	0.38442490986067	0.401584991284092	0.430982866531265	0.34768080830199	0.37410473991002	0.450867006539334	0.243482496622565
"S201"	0.372795259392888	0.376208556918342	0.405604622583593	0.339485739427942	0.363271523497931	0.418142269755954	0.252350807436066
"S202"	0.390321961521759	0.44349254545534	0.450466396792906	0.359809571931748	0.410656752849574	0.476298646622435	0.258419391690068
"S203"	0.368778462658997	0.424393498735467	0.476382850609757	0.344823687990918	0.409385676791887	0.480633078364264	0.244201431842816
"S204"	0.354876572455231	0.385597039751059	0.432483532036365	0.298900348041004	0.367392287526085	0.450531090470357	0.19954457183838
"S205"	0.346205665053976	0.37933525008959	0.459124807845235	0.2837398310577	0.370284466437485	0.479371591839055	0.206926727503569
"S206"	0.374592444661089	0.382330788171249	0.395675099261642	0.321402543629758	0.364004151939554	0.409720512083101	0.217194492067503
"S207"	0.359036928322177	0.412163288342497	0.409188623523283	0.322652308259517	0.399067210879108	0.427799794166202	0.224842263135005
"S208"	0.381863239060252	0.383821707396936	0.428198521800888	0.334940124974222	0.377384044880487	0.438653237995566	0.256961591177628
"S209"	0.352666360124687	0.400293918665435	0.410039044905545	0.315634151226125	0.415594182056308	0.428972040428807	0.213835758804629
"S210"	0.375293522991633	0.356032946256873	0.359357374392463	0.311377761444637	0.349894111409331	0.392397895124652	0.215282176101254
"S211"	0.375610838455231	0.434068659751059	0.471485071036365	0.344950078041004	0.401214472526085	0.488767008470357	0.22638865383838
"S212"	0.395425579322177	0.416156955342497	0.473478806523283	0.365593171259517	0.392256272879108	0.489616167166202	0.271342413135005
"S213"	0.373553796987449	0.387575098385309	0.464998929088694	0.326799836166956	0.363992202113996	0.484047608686977	0.240816256651881
"S214"	0.357304026122595	0.365737181229653	0.34641673725366	0.326287544587285	0.340301696908641	0.369517049709969	0.226642615579943
"S215"	0.350338493324269	0.348098216778279	0.450163701175168	0.284540765898357	0.339853275026775	0.462150457885039	0.207627950359692
"S216"	0.369247667328452	0.417633886649843	0.465753301478937	0.324352920176038	0.38281483532211	0.476705253322713	0.213820103809065
"S217"	0.364056343989541	0.400500578821091	0.461462856740578	0.330354227805797	0.412351010261664	0.469410534405814	0.236991837876567
"S218"	0.354067412056068	0.391049142525372	0.505007804497119	0.298039817696541	0.372747372585152	0.507944210557892	0.215865632728255
"S219"	0.384965486588286	0.342851215159621	0.376955425549447	0.329326167822492	0.350914974173063	0.400165627774512	0.211059108541756
"S220"	0.369443152397072	0.417877443789906	0.426887784887362	0.330120293705623	0.390701240793266	0.454714448193628	0.237706632885439
"S221"	0.367233666727616	0.41494862187553	0.465571478018183	0.338748862520502	0.398193317263043	0.479405707235179	0.23942915291919
"S222"	0.35220634952385	0.418227841891122	0.488634433444791	0.296012982570589	0.392077825997242	0.501179369341272	0.202334162914754
"S223"	0.367625507189123	0.393147339933934	0.370946668010201	0.344606589478029	0.37327632823213	0.386497166862047	0.21888351643163
"S224"	0.36515835625565	0.413167951638215	0.430408400766742	0.317074875368773	0.442682224555619	0.447901245014125	0.237098566283318
"S225"	0.378348456725524	0.376787331439748	0.414467001366298	0.307263564881662	0.358381183115375	0.423789875516341	0.222418625694504
"S226"	0.349414571656905	0.391945939299685	0.407238018957873	0.282669373352077	0.381318239644219	0.442084426645427	0.20106156961813
"S227"	0.36648616205816	0.424540571961154	0.428118088149004	0.331938150335381	0.40367865773282	0.450297384276729	0.199862379952942
"S228"	0.394273606658997	0.412166861735467	0.437321617609757	0.358413095990918	0.389993780791887	0.458353929364264	0.250878426842816
"S229"	0.36589920966318	0.406830996607031	0.402698705913526	0.309971093268599	0.381170963087221	0.424165106801938	0.205191844292189
"S230"	0.370460473652721	0.402925679428121	0.496706065654104	0.321067984074396	0.394038571348885	0.507152149207753	0.248753109168757
"S231"	0.38468326286067	0.362540800284092	0.430387357531265	0.33296284430199	0.34774616491002	0.445311128539334	0.234264921622565
"S232"	0.373252436920922	0.417231247681027	0.482434285332153	0.345298876276212	0.390901409790507	0.4996816765349	0.230139459800193
"S233"	0.39235204486067	0.353644086284092	0.340660411531265	0.33021748530199	0.31556803391002	0.369032695539334	0.220920237622565
"S234"	0.350572444725524	0.426766734439748	0.430988972366298	0.313615196881662	0.425630492115375	0.455999111516341	0.220984261694504
"S235"	0.363147972390796	0.44259040748256	0.403493471931709	0.335950513789101	0.448056789350264	0.430473303037117	0.225305646211379
"S236"	0.358593081322177	0.440539716342497	0.424845408523283	0.322573045259517	0.444044280879108	0.456863620166202	0.214337435135005
"S237"	0.331716194320085	0.408345998906715	0.475299821871399	0.287297149620676	0.38395202773144	0.498317241447365	0.206214950910319
"S238"	0.370939108457323	0.421001332186841	0.40372614168825	0.340611233679845	0.427607406673753	0.428634134189194	0.231165199063067
"S239"	0.357071459665272	0.404195161042813	0.452708586565411	0.314529729907439	0.368445290234888	0.467051052520775	0.229856885516875
"S240"	0.389657142654813	0.383984227863903	0.433452682305988	0.366329951713236	0.371472171496552	0.46005555792659	0.259972957393443
"S241"	0.360536476199582	0.387551123112844	0.333609005269623	0.333399932672232	0.366751834970466	0.377943831456233	0.217389201555062
"S242"	0.366364054923014	0.378524155116809	0.369790264984037	0.320529653915053	0.366693780938175	0.397257549253737	0.22004244302488
"S243"	0.36291940156339	0.349288253550609	0.350753228278715	0.317647054932483	0.344772887601988	0.376225457073822	0.226727912514658
"S244"	0.375994022995816	0.399379460128437	0.382199385696231	0.348807362722319	0.368217611704665	0.414299328562326	0.236275059550627
"S245"	0.368967594665272	0.412932769042813	0.444617625565411	0.327112325907439	0.387568598234888	0.463806587520775	0.226250538516875
"S246"	0.387418742923014	0.412830395116809	0.392109640984037	0.358986555915053	0.378787247938175	0.414040418253737	0.27441761402488
"S247"	0.354945841062344	0.427872493832718	0.465143156452772	0.315585707613063	0.418721197028154	0.479215785714403	0.236141609402314
"S248"	0.383951119053976	0.35653367008959	0.349462482845235	0.3703957250577	0.345154814437485	0.377651159839055	0.239337588503569
"S249"	0.368587049920922	0.371368617681027	0.380040856332153	0.328627937276212	0.353120230790507	0.3977535875349	0.249246338800193
"S250"	0.380724542858578	0.41317412684831	0.45118279987938	0.343098513663149	0.397353349762353	0.459673422820497	0.244887309397879
"S251"	0.401624566153767	0.420108441146012	0.458879698480046	0.376100650393816	0.387974297922718	0.474302242567171	0.2616102322811
"S252"	0.332173549598745	0.383562267338531	0.40439163780887	0.257446467016696	0.3823270449114	0.441403048368698	0.181343793665188
"S253"	0.372010164193306	0.405912917805498	0.44197855231397	0.32434288475571	0.380834164527465	0.454036650299721	0.231508001881003
"S254"	0.348438086322177	0.379455883342497	0.390839655523283	0.298478356259517	0.354355808879108	0.418141092166202	0.216834977135005
"S255"	0.390121797727616	0.41304425487553	0.425092885018183	0.350102855520502	0.393711711263043	0.438965216235179	0.26275367191919
"S256"	0.366832128521759	0.41460891245534	0.457207542792906	0.332278764931748	0.391360987849574	0.477201082622435	0.235927466690068
"S257"	0.34564967219749	0.437884447677062	0.456407047617739	0.304068764033391	0.430350904822799	0.475389343737395	0.229393196330376
"S258"	0.345261284253558	0.362593856202433	0.406852385114858	0.297224763729932	0.375542620407952	0.432639679295287	0.201186782058631
"S259"	0.369686144189123	0.440642649933934	0.451591855010201	0.334174432478029	0.44316439623213	0.468126139862047	0.22595570143163
"S260"	0.377062019858578	0.38925347784831	0.37395183887938	0.342094368663149	0.380016468762353	0.397961591820497	0.223069929397879
"S261"	0.362049724796235	0.424302714015593	0.436494903426608	0.306275110050087	0.388590481734199	0.460771187106093	0.201296171995564
"S262"	0.357905591457323	0.397651812186841	0.46692176668825	0.288186440679845	0.368891553673753	0.488415315189194	0.204786794063067
"S263"	0.359222175858578	0.41053218584831	0.48058681187938	0.321751895663149	0.406282778762353	0.484585940820496	0.234781073397879
"S264"	0.33978601525565	0.372837340638215	0.467947579766742	0.285966492368773	0.374631085555619	0.490275209014125	0.193481927283318
"S265"	0.373335424056068	0.391356420525372	0.392083944497119	0.336303477696541	0.362869401585152	0.416693936557892	0.255134696728255
"S266"	0.362759232187031	0.421988255498152	0.395113567358317	0.321370371839188	0.388752853084463	0.44622525314321	0.236859132206944
"S267"	0.354304777927197	0.378709823988373	0.409136049287806	0.295459197192734	0.358087241233509	0.427264044691411	0.205622229474253
"S268"	0.358338531193306	0.401887152805498	0.45378749731397	0.31371365575571	0.381166618527465	0.471203514299721	0.197399148881003
"S269"	0.340183612324269	0.397915856778279	0.443005692175168	0.276050781898357	0.373000566026775	0.453894012885039	0.205055753359692
"S270"	0.373065452264017	0.424828308381343	0.42107045437428	0.355665562924135	0.436203455146288	0.447532121889473	0.239695162182064
"S271"	0.367371170987449	0.407346045385309	0.454042518088694	0.315963436166956	0.380492750113996	0.482906373686977	0.232009462651881
"S272"	0.364564748987449	0.417720848385309	0.457276726088694	0.344074001166956	0.428263107113996	0.468727805686977	0.238267956651881
"S273"	0.366922976304352	0.390822822891069	0.445664560558582	0.32128062878635	0.372099200569915	0.458644775124487	0.226847011938013
"S274"	0.359097902066527	0.401529781704282	0.455152620756541	0.303897586890744	0.384309125323489	0.470376271152078	0.206428573851687
"S275"	0.405997915530126	0.408488171198468	0.446308180400444	0.368960451487111	0.387007727440243	0.459174821497783	0.284312389588814
"S276"	0.367811685320085	0.381143081906715	0.398133337871399	0.348492549620676	0.36520594273144	0.419004209447365	0.233849234910319
"S277"	0.366182158326361	0.408209602214061	0.383570177827052	0.337549256537198	0.371331626174442	0.414940486603876	0.241489157584378
"S278"	0.389569401761675	0.406180590077909	0.422548651246831	0.359010147466195	0.383062992243668	0.436504447313681	0.244182097001081
"S279"	0.401654643856487	0.386400640412528	0.364399789227496	0.370967661024309	0.358338626614686	0.380969121101659	0.264569017173192
"S280"	0.389571932022804	0.416800734173231	0.481661481618849	0.341606481251169	0.391131605423408	0.500960228981853	0.221712090802411
"S281"	0.374985319997908	0.410059255564219	0.424054444348116	0.319999982361159	0.378887939852333	0.440983459281163	0.228772874775313
"S282"	0.361842690295189	0.415010519297702	0.476798240600666	0.324304221730667	0.402864053160365	0.483289859746675	0.229219385883221
"S283"	0.383560429987449	0.391902934385309	0.494169659088694	0.314327564166956	0.359271874113996	0.503288256686977	0.234107098651881
"S284"	0.372940307920922	0.386489193681027	0.398141836332153	0.347036081276212	0.376087116790507	0.4286494605349	0.225933215800193
"S285"	0.388677447187031	0.410013880498152	0.397344915358317	0.365322352839188	0.382098307084463	0.41519057014321	0.264433217206944
"S286"	0.365864670122595	0.410986741229653	0.48641304925366	0.328168145587285	0.382399291908641	0.496345030709969	0.239596552579943
"S287"	0.352093246095607	0.363990309184858	0.427619979331043	0.289446241058435	0.361534219189899	0.435745969290442	0.206277992328158
"S288"	0.383516187854395	0.385064092976746	0.364928371575612	0.353841427385468	0.351662614467019	0.356209877382822	0.271291836948506
"S289"	0.35101613752385	0.399707966891122	0.492480749444791	0.299552907570589	0.372666688997242	0.499401719341272	0.209656967914754
"S290"	0.348308621397072	0.422406901789906	0.424381234887362	0.307268228705623	0.419114240793266	0.447011918193628	0.206751376885439
"S291"	0.369416437923014	0.410625103116809	0.410092910984037	0.342675231915053	0.388697595938175	0.419876794253737	0.19791614502488
"S292"	0.389589222380838	0.422248709038955	0.458718412623416	0.373632556233097	0.408663154121834	0.476407689156841	0.27067196700054
"S293"	0.354681207399163	0.369984884225688	0.388249133539247	0.302479838344464	0.362944811940933	0.409026382912465	0.218623267110125
"S294"	0.368143982987449	0.381760924385309	0.404153248088694	0.332586661166956	0.353122781113996	0.421518142686977	0.225849090651881
"S295"	0.365576010864854	0.422663920155656	0.469019464835034	0.335352801579671	0.406141875205355	0.480375940977008	0.240095865071938
"S296"	0.367380285923014	0.422362721116809	0.487254257984037	0.330077032915053	0.411737594938175	0.503765079253737	0.23945736002488
"S297"	0.369701738053976	0.36144043008959	0.365726774845235	0.3370334990577	0.332411408437485	0.377347899839055	0.221031774503569
"S298"	0.375700339661089	0.440491671171249	0.413368078261642	0.343456943629758	0.426898293939554	0.445963822083101	0.221400178067503
"S299"	0.356794794997908	0.397456911564219	0.440846603348116	0.304992002361159	0.368055521852333	0.453999942281163	0.209373396775313
"S300"	0.350320021920922	0.369341898681027	0.454587918332153	0.287889141276212	0.356701397790507	0.4677732925349	0.205834915800193
"S301"	0.343543823665272	0.404007037042813	0.436502202565411	0.29678427190744	0.401476417234888	0.449725455520775	0.209995852516875
"S302"	0.38160233145314	0.410378995315277	0.431428072384481	0.359941176402164	0.374801051378418	0.45775137175152	0.255472520613694
"S303"	0.364896752521759	0.42379993345534	0.462819461792906	0.339076667931748	0.404791024849574	0.484946513622435	0.230880470690068
"S304"	0.368886852322177	0.417177336342497	0.474879486523283	0.354584228259517	0.412079668879108	0.485719116166202	0.266603698135005
"S305"	0.35510005425565	0.429113205638215	0.465175542766742	0.326560219368773	0.436517126555619	0.473126984014125	0.230006416283318
"S306"	0.378805620128871	0.373689052536999	0.389144102209314	0.305266555503807	0.348786450351643	0.414339047866481	0.239551215254002
"S307"	0.375510937661089	0.378190265171249	0.438328502261642	0.330583559629758	0.359641203939554	0.463391497083101	0.237984570067503
"S308"	0.347241933128871	0.398284934536999	0.418642546209314	0.309936872503807	0.397786938351643	0.439952020866481	0.210360436254002
"S309"	0.356300668328452	0.420600776649843	0.465689561478937	0.321534582176038	0.40947119732211	0.479063780322713	0.227170673809065
"S310"	0.338946364856486	0.396870579412528	0.502145843227496	0.275480875024309	0.380483228614686	0.514956067101659	0.194326506173192
"S311"	0.392374331521759	0.37395184945534	0.377063594792906	0.356352304931748	0.344183967849574	0.386362595622435	0.262442019690068
"S312"	0.374319463068118	0.347528230404759	0.388768449457297	0.315316275891385	0.35224655796125	0.416838712157005	0.203605061163781
